ACADEMIE;CODE_RNE (UAI);ID_ETAB_SCONET (ETAB_UAJ_Id);DIVISION (CLASSE);EFFECTIF DECLARE;MINISTERE
Aix-Marseille;0130157A;300;2AEPA;15
Aix-Marseille;0130157A;300;2ASSP;30
Aix-Marseille;0130157A;300;2MGA;15
Aix-Marseille;0130157A;300;2MMV;15
Aix-Marseille;0130146N;5;2 CPA;12
Aix-Marseille;0841093G;578;201;35
Aix-Marseille;0841093G;578;202;35
Aix-Marseille;0841093G;578;203;35
Aix-Marseille;0841093G;578;204;35
Aix-Marseille;0841093G;578;205;35
Aix-Marseille;0841093G;578;206;35
Aix-Marseille;0841093G;578;207;35
Aix-Marseille;0841093G;578;208;35
Aix-Marseille;0130175V;422;2D1;35
Aix-Marseille;0130175V;422;2D2;35
Aix-Marseille;0130175V;422;2D3;35
Aix-Marseille;0130175V;422;2D4;35
Aix-Marseille;0130175V;422;2D5;35
Aix-Marseille;0130175V;422;2D6;35
Aix-Marseille;0130175V;422;2D7;35
Aix-Marseille;0130175V;422;2D8;35
Aix-Marseille;0130068D;462;2MGATL;12
Aix-Marseille;0130068D;462;2MRC1;24
Aix-Marseille;0130068D;462;2MRC2;24
Aix-Marseille;0050008G;388;2BPCR;24
Aix-Marseille;0050008G;388;2BPMV;30
Aix-Marseille;0050008G;388;2BPTB;30
Aix-Marseille;0132410Z;276;201;35
Aix-Marseille;0132410Z;276;202;22
Aix-Marseille;0132410Z;276;203;35
Aix-Marseille;0132410Z;276;204;35
Aix-Marseille;0132410Z;276;205;35
Aix-Marseille;0132410Z;276;206;35
Aix-Marseille;0132410Z;276;207;35
Aix-Marseille;0132410Z;276;208;35
Aix-Marseille;0132410Z;276;209;35
Aix-Marseille;0132410Z;276;210;35
Aix-Marseille;0132410Z;276;211;35
Aix-Marseille;0132410Z;276;2GA;32
Aix-Marseille;0132410Z;276;2RC1;34
Aix-Marseille;0132410Z;276;2RC2;32
Aix-Marseille;0132410Z;276;2RC3;32
Aix-Marseille;0132410Z;276;212;35
Aix-Marseille;0130068D;462;2MRC1E;12
Aix-Marseille;0841117H;1103;2NDE 1;35
Aix-Marseille;0841117H;1103;2NDE 2;35
Aix-Marseille;0841117H;1103;2NDE 3;35
Aix-Marseille;0841117H;1103;2NDE 4;35
Aix-Marseille;0131360H;838;21;34
Aix-Marseille;0131360H;838;22;30
Aix-Marseille;0131360H;838;23;30
Aix-Marseille;0131360H;838;24;29
Aix-Marseille;0131360H;838;25;33
Aix-Marseille;0131360H;838;26;33
Aix-Marseille;0131360H;838;27;31
Aix-Marseille;0050003B;385;2D1;35
Aix-Marseille;0050003B;385;2D2;35
Aix-Marseille;0050003B;385;2D3;35
Aix-Marseille;0050003B;385;2D4;35
Aix-Marseille;0050003B;385;2D5;35
Aix-Marseille;0050003B;385;2D6;35
Aix-Marseille;0050003B;385;2D7;35
Aix-Marseille;0050003B;385;2DPOLE;24
Aix-Marseille;0050003B;385;2P MGATL;15
Aix-Marseille;0050003B;385;2P MPMIA;15
Aix-Marseille;0130171R;157;2P OBM;15
Aix-Marseille;0130171R;157;2PMV;20
Aix-Marseille;0130171R;157;2PTCI;30
Aix-Marseille;0130171R;157;2PTEN1;15
Aix-Marseille;0130171R;157;2PTEN2;15
Aix-Marseille;0130171R;157;UFA_2PMV;15
Aix-Marseille;0050005D;386;2MTNE;0
Aix-Marseille;0134252B;1188;2ND01;35
Aix-Marseille;0134252B;1188;2ND02;35
Aix-Marseille;0134252B;1188;2ND03;35
Aix-Marseille;0134252B;1188;2ND04;35
Aix-Marseille;0134252B;1188;2ND05;35
Aix-Marseille;0134252B;1188;2ND06;35
Aix-Marseille;0134252B;1188;2ND07;35
Aix-Marseille;0134252B;1188;2ND08;35
Aix-Marseille;0050027C;391;2TNE2;22
Aix-Marseille;0134252B;1188;2ND10;24
Aix-Marseille;0134252B;1188;2ND11;24
Aix-Marseille;0130010R;154;2GT1;35
Aix-Marseille;0130010R;154;2GT2;35
Aix-Marseille;0130010R;154;2GT3;35
Aix-Marseille;0130010R;154;2GT4;35
Aix-Marseille;0130010R;154;2GT5;35
Aix-Marseille;0130010R;154;2GT6;35
Aix-Marseille;0130010R;154;2GT7;35
Aix-Marseille;0130010R;154;2MHR1;24
Aix-Marseille;0130010R;154;2MHR2;12
Aix-Marseille;0130010R;154;2MRC1;30
Aix-Marseille;0130010R;154;2MRC2;30
Aix-Marseille;0131328Y;817;2G-A;39
Aix-Marseille;0131328Y;817;2G-B;37
Aix-Marseille;0131328Y;817;2G-C;34
Aix-Marseille;0131328Y;817;2G-D;36
Aix-Marseille;0131328Y;817;2G-E;37
Aix-Marseille;0130010R;154;2MGATL;30
Aix-Marseille;0040490L;354;2ND 1;34
Aix-Marseille;0040490L;354;2ND 2;34
Aix-Marseille;0040490L;354;2ND 3;34
Aix-Marseille;0040490L;354;2ND 4;34
Aix-Marseille;0040490L;354;2ND 5;35
Aix-Marseille;0040490L;354;2ND 6;35
Aix-Marseille;0130039X;493;2NDE1;35
Aix-Marseille;0130039X;493;2NDE10;35
Aix-Marseille;0130039X;493;2NDE11;35
Aix-Marseille;0130039X;493;2NDE12;35
Aix-Marseille;0130039X;493;2NDE13;35
Aix-Marseille;0130039X;493;2NDE2;35
Aix-Marseille;0130039X;493;2NDE3;35
Aix-Marseille;0130039X;493;2NDE4;35
Aix-Marseille;0130039X;493;2NDE5;35
Aix-Marseille;0130039X;493;2NDE6;35
Aix-Marseille;0130039X;493;2NDE7;35
Aix-Marseille;0130039X;493;2NDE8;35
Aix-Marseille;0130039X;493;2NDE9;35
Aix-Marseille;0840015K;10;201;35
Aix-Marseille;0840015K;10;202;35
Aix-Marseille;0840015K;10;203;0
Aix-Marseille;0840015K;10;204;2
Aix-Marseille;0840015K;10;205;2
Aix-Marseille;0840015K;10;206;0
Aix-Marseille;0840015K;10;207;35
Aix-Marseille;0840015K;10;208;35
Aix-Marseille;0840015K;10;2PMIA1;0
Aix-Marseille;0840015K;10;2PMIA2;15
Aix-Marseille;0840015K;10;2REMI;0
Aix-Marseille;0840015K;10;2TNE;0
Aix-Marseille;0133446A;808;2;18
Aix-Marseille;0132495S;298;2 1;35
Aix-Marseille;0132495S;298;2 10;35
Aix-Marseille;0132495S;298;2 11;35
Aix-Marseille;0132495S;298;2 12;35
Aix-Marseille;0132495S;298;2 13;35
Aix-Marseille;0132495S;298;2 14;26
Aix-Marseille;0132495S;298;2 2;35
Aix-Marseille;0132495S;298;2 3;35
Aix-Marseille;0132495S;298;2 4;35
Aix-Marseille;0132495S;298;2 5;35
Aix-Marseille;0132495S;298;2 6;35
Aix-Marseille;0132495S;298;2 7;35
Aix-Marseille;0132495S;298;2 8;35
Aix-Marseille;0132495S;298;2 9;35
Aix-Marseille;0130040Y;416;2A TMD;35
Aix-Marseille;0130040Y;416;2B;35
Aix-Marseille;0130040Y;416;2C;35
Aix-Marseille;0130040Y;416;2D;35
Aix-Marseille;0130040Y;416;2E;35
Aix-Marseille;0130040Y;416;2F;35
Aix-Marseille;0130040Y;416;2G;35
Aix-Marseille;0130040Y;416;2H;35
Aix-Marseille;0130040Y;416;2I;35
Aix-Marseille;0130003H;409;2DE01;30
Aix-Marseille;0130003H;409;2DE02;30
Aix-Marseille;0130003H;409;2DE03;35
Aix-Marseille;0130003H;409;2DE04;32
Aix-Marseille;0130003H;409;2DE05;31
Aix-Marseille;0130003H;409;2DE06;33
Aix-Marseille;0130003H;409;2DE07;32
Aix-Marseille;0130003H;409;2DE08;35
Aix-Marseille;0130003H;409;2DE09;28
Aix-Marseille;0130003H;409;2DE10;26
Aix-Marseille;0130003H;409;2DE11;30
Aix-Marseille;0130003H;409;2DE12;35
Aix-Marseille;0130003H;409;2DE13;35
Aix-Marseille;0130003H;409;2MEIA;30
Aix-Marseille;0130003H;409;2MEIB;30
Aix-Marseille;0130003H;409;2MELEC;30
Aix-Marseille;0130003H;409;2OBM;15
Aix-Marseille;0130003H;409;2TEB;15
Aix-Marseille;0130003H;409;2TMA;15
Aix-Marseille;0130072H;464;546;12
Aix-Marseille;0130072H;464;547;24
Aix-Marseille;0130072H;464;548;24
Aix-Marseille;0130072H;464;549;24
Aix-Marseille;0130072H;464;551;24
Aix-Marseille;0130072H;464;552;24
Aix-Marseille;0130072H;464;553;24
Aix-Marseille;0130072H;464;554;12
Aix-Marseille;0840918S;404;2 AGORA;32
Aix-Marseille;0840918S;404;2NDE 1;35
Aix-Marseille;0840918S;404;2NDE 10;36
Aix-Marseille;0840918S;404;2NDE 11;36
Aix-Marseille;0840918S;404;2NDE 2;36
Aix-Marseille;0840918S;404;2NDE 3;36
Aix-Marseille;0840918S;404;2NDE 4;36
Aix-Marseille;0840918S;404;2NDE 5;36
Aix-Marseille;0840918S;404;2NDE 6;36
Aix-Marseille;0840918S;404;2NDE 7;36
Aix-Marseille;0840918S;404;2NDE 8;36
Aix-Marseille;0840918S;404;2NDE 9;36
Aix-Marseille;0130150T;306;2B MV;10
Aix-Marseille;0130150T;306;2B TNE;24
Aix-Marseille;0130150T;306;2B TNE3;12
Aix-Marseille;0132210G;302;2 CDBTP;15
Aix-Marseille;0132210G;302;2 REMI;15
Aix-Marseille;0132210G;302;2 TNE;15
Aix-Marseille;0132210G;302;2DE 1;35
Aix-Marseille;0132210G;302;2DE 2;35
Aix-Marseille;0132210G;302;2DE 3;99
Aix-Marseille;0132210G;302;2DE 4;33
Aix-Marseille;0132210G;302;2DE 5;31
Aix-Marseille;0132210G;302;2DE 6;35
Aix-Marseille;0132210G;302;2DE 7;35
Aix-Marseille;0132210G;302;2DE 8;35
Aix-Marseille;0132210G;302;2DE 9;32
Aix-Marseille;0130037V;455;2A;46
Aix-Marseille;0130037V;455;2B;28
Aix-Marseille;0130037V;455;2C;30
Aix-Marseille;0130037V;455;2D;28
Aix-Marseille;0130037V;455;2F;28
Aix-Marseille;0130037V;455;2G;28
Aix-Marseille;0840763Y;234;2BPMMV;30
Aix-Marseille;0840763Y;234;2BPREMI;24
Aix-Marseille;0840763Y;234;2BPTNE;24
Aix-Marseille;0130037V;455;2E;33
Aix-Marseille;0040007L;375;2BTP;30
Aix-Marseille;0040007L;375;2MMV;20
Aix-Marseille;0040007L;375;2MTNE;15
Aix-Marseille;0050005D;386;2AMAMAS;0
Aix-Marseille;0840039L;347;2BTP;30
Aix-Marseille;0840039L;347;2EMNB;30
Aix-Marseille;0840039L;347;2EMNBTP;30
Aix-Marseille;0840039L;347;2MATNE;30
Aix-Marseille;0840039L;347;2MMCTR;22
Aix-Marseille;0840039L;347;2MMV;20
Aix-Marseille;0840059H;956;2GT1;38
Aix-Marseille;0840059H;956;2GT2;37
Aix-Marseille;0840059H;956;2GT3;38
Aix-Marseille;0840059H;956;2GT4;39
Aix-Marseille;0840059H;956;2GT5;38
Aix-Marseille;0840059H;956;2GT6;38
Aix-Marseille;0840059H;956;2GT7;39
Aix-Marseille;0130150T;306;2B MN;10
Aix-Marseille;0133288D;283;201;35
Aix-Marseille;0133288D;283;202;45
Aix-Marseille;0133288D;283;203;35
Aix-Marseille;0133288D;283;204;35
Aix-Marseille;0133288D;283;205;35
Aix-Marseille;0133288D;283;206;35
Aix-Marseille;0133288D;283;207;35
Aix-Marseille;0133288D;283;208;35
Aix-Marseille;0133288D;283;209;35
Aix-Marseille;0133288D;283;2PR;30
Aix-Marseille;0050035L;811;45293;23
Aix-Marseille;0050035L;811;45324;26
Aix-Marseille;0050035L;811;45353;24
Aix-Marseille;0050035L;811;45384;24
Aix-Marseille;0130160D;175;S01;35
Aix-Marseille;0130160D;175;S02;35
Aix-Marseille;0130160D;175;S03;35
Aix-Marseille;0130160D;175;S04;35
Aix-Marseille;0130160D;175;S05;35
Aix-Marseille;0130160D;175;S06;35
Aix-Marseille;0130160D;175;S07;35
Aix-Marseille;0130160D;175;S08;35
Aix-Marseille;0130160D;175;S09;35
Aix-Marseille;0130160D;175;S10;35
Aix-Marseille;0130160D;175;S11;35
Aix-Marseille;0130160D;175;S12;35
Aix-Marseille;0130055P;460;2MPMIA;24
Aix-Marseille;0130055P;460;2MPMIA2;12
Aix-Marseille;0130055P;460;2MTNE;24
Aix-Marseille;0130055P;460;2PIPAC;24
Aix-Marseille;0130164H;165;2GT1;35
Aix-Marseille;0130164H;165;2GT2;35
Aix-Marseille;0130164H;165;2GT3;35
Aix-Marseille;0130164H;165;2GT4;35
Aix-Marseille;0130164H;165;2GT5;33
Aix-Marseille;0130164H;165;2GT6;35
Aix-Marseille;0130164H;165;2GT7;35
Aix-Marseille;0130164H;165;2GT8;35
Aix-Marseille;0130033R;292;2B ASSP;30
Aix-Marseille;0130033R;292;2BMSPC;15
Aix-Marseille;0130033R;292;2BTCI;15
Aix-Marseille;0130033R;292;2BTNE1;30
Aix-Marseille;0130033R;292;2BTNE2;15
Aix-Marseille;0131747D;540;2 AGORA;30
Aix-Marseille;0131747D;540;2S01;35
Aix-Marseille;0131747D;540;2S02;35
Aix-Marseille;0131747D;540;2S03;35
Aix-Marseille;0131747D;540;2S04;35
Aix-Marseille;0131747D;540;2S05;35
Aix-Marseille;0131747D;540;2S06;35
Aix-Marseille;0131747D;540;2S07;35
Aix-Marseille;0131747D;540;2S08;35
Aix-Marseille;0131747D;540;2S09;35
Aix-Marseille;0131549N;541;2GT01;35
Aix-Marseille;0131549N;541;2GT02;35
Aix-Marseille;0131549N;541;2GT03;35
Aix-Marseille;0131549N;541;2GT04;35
Aix-Marseille;0131549N;541;2GT05;35
Aix-Marseille;0131549N;541;2GT06;35
Aix-Marseille;0131549N;541;2GT07;35
Aix-Marseille;0131549N;541;2GT08;35
Aix-Marseille;0131549N;541;2GT09;35
Aix-Marseille;0131549N;541;2GT10;35
Aix-Marseille;0131549N;541;2GT11;35
Aix-Marseille;0131549N;541;2GT12;35
Aix-Marseille;0131549N;541;2GT13;35
Aix-Marseille;0131549N;541;2GT14;35
Aix-Marseille;0131549N;541;2GT15;35
Aix-Marseille;0131549N;541;2GT16;35
Aix-Marseille;0131549N;541;2GT17;24
Aix-Marseille;0131549N;541;2GT18;35
Aix-Marseille;0131402D;837;2A;21
Aix-Marseille;0131402D;837;2B;24
Aix-Marseille;0133015G;286;2 01;38
Aix-Marseille;0133015G;286;2 02;38
Aix-Marseille;0133015G;286;2 03;38
Aix-Marseille;0133015G;286;2 04;38
Aix-Marseille;0133015G;286;2 05;38
Aix-Marseille;0133015G;286;2 06;38
Aix-Marseille;0133015G;286;2 07;38
Aix-Marseille;0133015G;286;2 08;38
Aix-Marseille;0133015G;286;2 09;38
Aix-Marseille;0133015G;286;2 10;38
Aix-Marseille;0133015G;286;2 11;37
Aix-Marseille;0133015G;286;2AERO 1;25
Aix-Marseille;0133015G;286;2AERO 2;25
Aix-Marseille;0133015G;286;2MPMIA;30
Aix-Marseille;0133015G;286;2MREMI;15
Aix-Marseille;0133015G;286;2MTNE;30
Aix-Marseille;0130055P;460;2GATL;24
Aix-Marseille;0133555U;930;2A;30
Aix-Marseille;0133555U;930;2B;30
Aix-Marseille;0841078R;338;2MPMIA;15
Aix-Marseille;0841078R;338;2MRC1;15
Aix-Marseille;0841078R;338;2MRC2;15
Aix-Marseille;0841078R;338;2MRC3;15
Aix-Marseille;0841078R;338;2MRC4;15
Aix-Marseille;0841078R;338;2MTNE1;30
Aix-Marseille;0841078R;338;2MTNE2;15
Aix-Marseille;0134003F;1106;2ND01;35
Aix-Marseille;0134003F;1106;2ND02;43
Aix-Marseille;0134003F;1106;2ND03;35
Aix-Marseille;0134003F;1106;2ND04;35
Aix-Marseille;0134003F;1106;2ND05;35
Aix-Marseille;0134003F;1106;2ND06;35
Aix-Marseille;0134003F;1106;2ND07;35
Aix-Marseille;0134003F;1106;2ND08;35
Aix-Marseille;0134003F;1106;2ND09;35
Aix-Marseille;0134003F;1106;2ND10;35
Aix-Marseille;0134003F;1106;2ND11;35
Aix-Marseille;0134003F;1106;2ND12;35
Aix-Marseille;0134003F;1106;ULIS;15
Aix-Marseille;0840005Z;334;2 1;30
Aix-Marseille;0840005Z;334;2 2;30
Aix-Marseille;0840005Z;334;2 3;30
Aix-Marseille;0840005Z;334;2 4;30
Aix-Marseille;0840005Z;334;2 5;30
Aix-Marseille;0840005Z;334;2 6;30
Aix-Marseille;0133406G;554;S-HOT;24
Aix-Marseille;0133406G;554;S-MRCA;30
Aix-Marseille;0133406G;554;S-MRCB;15
Aix-Marseille;0133406G;554;S-TNE-A;30
Aix-Marseille;0133406G;554;S-TNE-B;15
Aix-Marseille;0133406G;554;S1;35
Aix-Marseille;0133406G;554;S2;35
Aix-Marseille;0133406G;554;S3;35
Aix-Marseille;0133406G;554;S4;35
Aix-Marseille;0133406G;554;S5;35
Aix-Marseille;0133406G;554;S6;35
Aix-Marseille;0133406G;554;S7;35
Aix-Marseille;0133406G;554;S8;35
Aix-Marseille;0840075A;955;45293;35
Aix-Marseille;0840075A;955;45324;31
Aix-Marseille;0840075A;955;45353;31
Aix-Marseille;0840075A;955;45384;31
Aix-Marseille;0133195C;7;2ND1;45
Aix-Marseille;0133195C;7;2ND2;35
Aix-Marseille;0133195C;7;2ND3;35
Aix-Marseille;0133195C;7;2ND4;35
Aix-Marseille;0133195C;7;2ND5;35
Aix-Marseille;0133195C;7;2ND6;35
Aix-Marseille;0133195C;7;2ND7;35
Aix-Marseille;0133195C;7;2ND8;35
Aix-Marseille;0133195C;7;2ND9;35
Aix-Marseille;0040533H;453;2GT1;30
Aix-Marseille;0040533H;453;2GT2;30
Aix-Marseille;0040533H;453;2GT3;30
Aix-Marseille;0040533H;453;2GT4;30
Aix-Marseille;0040533H;453;2GT5;32
Aix-Marseille;0040533H;453;2GT6;30
Aix-Marseille;0040533H;453;2GT7;30
Aix-Marseille;0040533H;453;2GT8;30
Aix-Marseille;0040533H;453;2MSPC;32
Aix-Marseille;0133274N;885;2MRC2;18
Aix-Marseille;0133274N;885;2PROCC;18
Aix-Marseille;0131606A;539;1DTMS;15
Aix-Marseille;0131606A;539;2BAGORA;24
Aix-Marseille;0131606A;539;2BMMV;24
Aix-Marseille;0131606A;539;2MBBE;24
Aix-Marseille;0131606A;539;2MRC1;24
Aix-Marseille;0131606A;539;2MRC2;24
Aix-Marseille;0131606A;539;2MRC3;12
Aix-Marseille;0840700E;73;2MHR;24
Aix-Marseille;0840700E;73;2PMIA;12
Aix-Marseille;0840700E;73;2TNE;12
Aix-Marseille;0130054N;415;SMAM;15
Aix-Marseille;0130043B;533;2DE1;30
Aix-Marseille;0130043B;533;2DE10;30
Aix-Marseille;0130043B;533;2DE2;30
Aix-Marseille;0130043B;533;2DE3;30
Aix-Marseille;0130043B;533;2DE4;30
Aix-Marseille;0130043B;533;2DE5;30
Aix-Marseille;0130043B;533;2DE6;30
Aix-Marseille;0130043B;533;2DE7;30
Aix-Marseille;0130043B;533;2DE8;30
Aix-Marseille;0130043B;533;2DE9;30
Aix-Marseille;0050006E;359;201;36
Aix-Marseille;0050006E;359;202;31
Aix-Marseille;0050006E;359;203;32
Aix-Marseille;0050006E;359;204;36
Aix-Marseille;0050006E;359;205;36
Aix-Marseille;0050006E;359;206;36
Aix-Marseille;0050006E;359;207;36
Aix-Marseille;0040007L;375;2 ASSP;30
Aix-Marseille;0840001V;667;2 MRC;16
Aix-Marseille;0840001V;667;2E MNTE;44
Aix-Marseille;0840001V;667;20;35
Aix-Marseille;0840001V;667;200;40
Aix-Marseille;0840001V;667;2000;35
Aix-Marseille;0840001V;667;20000;35
Aix-Marseille;0840001V;667;200000;35
Aix-Marseille;0840026X;252;201;30
Aix-Marseille;0840026X;252;202;30
Aix-Marseille;0840026X;252;203;28
Aix-Marseille;0840026X;252;204;28
Aix-Marseille;0840026X;252;205;28
Aix-Marseille;0840026X;252;206;30
Aix-Marseille;0840026X;252;207;28
Aix-Marseille;0840026X;252;208;30
Aix-Marseille;0840026X;252;209;30
Aix-Marseille;0840026X;252;210;28
Aix-Marseille;0840026X;252;211;28
Aix-Marseille;0840026X;252;212;28
Aix-Marseille;0840026X;252;213;28
Aix-Marseille;0840026X;252;214;28
Aix-Marseille;0840026X;252;215;28
Aix-Marseille;0131424C;834;2PROMRC;20
Aix-Marseille;0133334D;916;2GT1;23
Aix-Marseille;0133334D;916;2GT2;22
Aix-Marseille;0134101M;1112;2DE GATL;16
Aix-Marseille;0134101M;1112;2DE GT;8
Aix-Marseille;0134101M;1112;2DE MRC1;10
Aix-Marseille;0134101M;1112;2DE MRC2;8
Aix-Marseille;0134101M;1112;2P MMV;2
Aix-Marseille;0040034R;809;2-A;23
Aix-Marseille;0131335F;819;2NDE1;36
Aix-Marseille;0131335F;819;2NDE2;35
Aix-Marseille;0131335F;819;2NDE3;36
Aix-Marseille;0131335F;819;2NDE4;36
Aix-Marseille;0131335F;819;2NDE5;33
Aix-Marseille;0131432L;835;1BCMV;20
Aix-Marseille;0131432L;835;1BP GALT;8
Aix-Marseille;0131441W;867;2PROGA;22
Aix-Marseille;0131441W;867;2PROMRC1;21
Aix-Marseille;0131441W;867;2PROMRC2;24
Aix-Marseille;0131344R;962;0,0833333333333333;25
Aix-Marseille;0131344R;962;2 B;28
Aix-Marseille;0131344R;962;2 C;27
Aix-Marseille;0134250Z;1123;2-A;30
Aix-Marseille;0133822J;911;2A;30
Aix-Marseille;0133822J;911;2B;28
Aix-Marseille;0133822J;911;2C;31
Aix-Marseille;0133822J;911;2D;30
Aix-Marseille;0133822J;911;2E;29
Aix-Marseille;0133395V;929;2GT;22
Aix-Marseille;0133395V;929;2PRGATLA;15
Aix-Marseille;0133395V;929;2PRGATLB;20
Aix-Marseille;0133395V;929;2PROMRC;28
Aix-Marseille;0131437S;945;2BAC;12
Aix-Marseille;0133474F;987;2 GT;24
Aix-Marseille;0133474F;987;2 MRC1;28
Aix-Marseille;0133474F;987;2 MRC2;28
Aix-Marseille;0133474F;987;2ASSP1;28
Aix-Marseille;0133474F;987;2ASSP2;16
Aix-Marseille;0133474F;987;2BP ANIM;15
Aix-Marseille;0840046U;245;2ANIM;13
Aix-Marseille;0840046U;245;2ASSP;24
Aix-Marseille;0840046U;245;2MGA;24
Aix-Marseille;0840046U;245;2MRC1;24
Aix-Marseille;0840046U;245;2MRC2;25
Aix-Marseille;0131342N;877;21;27
Aix-Marseille;0131342N;877;22;24
Aix-Marseille;0131342N;877;23;28
Aix-Marseille;0130049H;458;21;36
Aix-Marseille;0130049H;458;22;36
Aix-Marseille;0130049H;458;23;36
Aix-Marseille;0130049H;458;24;35
Aix-Marseille;0130049H;458;3PUPE2A;24
Aix-Marseille;0130049H;458;SAMACV;30
Aix-Marseille;0130049H;458;SMIGC;30
Aix-Marseille;0130049H;458;SPROD;15
Aix-Marseille;0130049H;458;UFA SPI;2
Aix-Marseille;0130049H;458;UFASPROD;15
Aix-Marseille;0130001F;411;2AEPA;15
Aix-Marseille;0130001F;411;2ASSP;30
Aix-Marseille;0130001F;411;2ESCP;30
Aix-Marseille;0130001F;411;2NDE01;35
Aix-Marseille;0130001F;411;2NDE02;35
Aix-Marseille;0130001F;411;2NDE03;35
Aix-Marseille;0130001F;411;2NDE04;35
Aix-Marseille;0130001F;411;2NDE05;35
Aix-Marseille;0130001F;411;2NDE06;35
Aix-Marseille;0130001F;411;2NDE07;35
Aix-Marseille;0130001F;411;2NDE08;35
Aix-Marseille;0130001F;411;2NDE09;35
Aix-Marseille;0130001F;411;2NDE10;35
Aix-Marseille;0130001F;411;2NDE11;35
Aix-Marseille;0130001F;411;2NDE12;35
Aix-Marseille;0130001F;411;2NDE13;35
Aix-Marseille;0130001F;411;2NDE14;35
Aix-Marseille;0130001F;411;2NDE15;24
Aix-Marseille;0132472S;966;2NDE 1;17
Aix-Marseille;0132472S;966;2NDE 2;17
Aix-Marseille;0840072X;953;S01;36
Aix-Marseille;0840072X;953;S02;37
Aix-Marseille;0840072X;953;S03;36
Aix-Marseille;0840072X;953;S04;37
Aix-Marseille;0840072X;953;S05;39
Aix-Marseille;0840072X;953;S06;39
Aix-Marseille;0840072X;953;S07;36
Aix-Marseille;0840072X;953;S08;37
Aix-Marseille;0840072X;953;S09;34
Aix-Marseille;0050027C;391;2MRC1;23
Aix-Marseille;0050027C;391;2MRC2;22
Aix-Marseille;0050027C;391;2TNE1;23
Aix-Marseille;0130054N;415;SMN;20
Aix-Marseille;0040023D;379;2 GT1;35
Aix-Marseille;0040023D;379;2 STHR;20
Aix-Marseille;0040023D;379;2-GT2;35
Aix-Marseille;0040023D;379;2-GT3;35
Aix-Marseille;0040023D;379;2-GT4;35
Aix-Marseille;0040023D;379;2ND AGO;15
Aix-Marseille;0040023D;379;2ND MHR;24
Aix-Marseille;0130048G;535;201;30
Aix-Marseille;0130048G;535;202;30
Aix-Marseille;0130048G;535;203;30
Aix-Marseille;0130048G;535;204;30
Aix-Marseille;0130048G;535;205;30
Aix-Marseille;0130048G;535;206;30
Aix-Marseille;0130048G;535;207;30
Aix-Marseille;0130048G;535;208;30
Aix-Marseille;0130048G;535;209;30
Aix-Marseille;0130048G;535;210;30
Aix-Marseille;0130048G;535;211;30
Aix-Marseille;0130048G;535;212;30
Aix-Marseille;0130048G;535;213;30
Aix-Marseille;0130048G;535;214;30
Aix-Marseille;0130048G;535;215;30
Aix-Marseille;0130048G;535;216;30
Aix-Marseille;0130048G;535;217;30
Aix-Marseille;0130048G;535;218;24
Aix-Marseille;0040007L;375;2GATL;15
Aix-Marseille;0840078D;981;2-A;26
Aix-Marseille;0840078D;981;2-B;30
Aix-Marseille;0840078D;981;2-C;22
Aix-Marseille;0840078D;981;2-D;28
Aix-Marseille;0840078D;981;2-E;28
Aix-Marseille;0840078D;981;2-F;27
Aix-Marseille;0840078D;981;2-G;33
Aix-Marseille;0840078D;981;2-H;34
Aix-Marseille;0133425C;912;2BAEPA;20
Aix-Marseille;0133425C;912;2BAMA;20
Aix-Marseille;0133425C;912;2BASSP;18
Aix-Marseille;0133425C;912;2BMRC1;20
Aix-Marseille;0133425C;912;2BMRC2;32
Aix-Marseille;0133425C;912;2GT2A;32
Aix-Marseille;0133425C;912;2GTMA;20
Aix-Marseille;0130056R;284;2B LOG T;24
Aix-Marseille;0130056R;284;2B MELEC;24
Aix-Marseille;0130056R;284;2BCTRM;24
Aix-Marseille;0130056R;284;2BMV2;15
Aix-Marseille;0130056R;284;2BVM1;15
Aix-Marseille;0133931C;1029;0,0833333333333333;36
Aix-Marseille;0133931C;1029;2 B;34
Aix-Marseille;0131323T;871;S-1;36
Aix-Marseille;0131323T;871;S-2;36
Aix-Marseille;0131323T;871;S-3;38
Aix-Marseille;0131323T;871;S-4;35
Aix-Marseille;0131323T;871;S-5;35
Aix-Marseille;0131434N;836;2MELEC;34
Aix-Marseille;0131434N;836;2MSPC3A;18
Aix-Marseille;0840935K;343;201;31
Aix-Marseille;0840935K;343;202;31
Aix-Marseille;0840935K;343;203;31
Aix-Marseille;0840935K;343;204;31
Aix-Marseille;0840935K;343;205;30
Aix-Marseille;0840935K;343;206;32
Aix-Marseille;0840935K;343;207;30
Aix-Marseille;0840935K;343;208;31
Aix-Marseille;0840935K;343;209;40
Aix-Marseille;0840935K;343;210;31
Aix-Marseille;0840935K;343;2ANIM;12
Aix-Marseille;0840935K;343;2ASSP1;13
Aix-Marseille;0840935K;343;2ASSP2;24
Aix-Marseille;0840935K;343;2BACMMV;12
Aix-Marseille;0132193N;878;2ASSP1;30
Aix-Marseille;0132193N;878;2ASSP2;30
Aix-Marseille;0132193N;878;2GA;18
Aix-Marseille;0131347U;827;2-A;34
Aix-Marseille;0131347U;827;2-B;34
Aix-Marseille;0131347U;827;2-C;35
Aix-Marseille;0130049H;458;SCIEL;15
Aix-Marseille;0840015K;10;209;24
Aix-Marseille;0131391S;845;2NTEA;27
