EP 2023-2024;Numéro d'établissement;Patronyme;Appartenance à un REP 2015 Lib L;Appartenance à un REPPLUS Lib L;En QPV 2024 DEPP oui/non
Hors EP;0783447Y;SIMONE WEIL;NON;NON;
Hors EP;0342410K;ESTABLIMENT PRIVAT LEON CORDAS;NON;NON;
Hors EP;0754089M;VOTRE ECOLE CHEZ VOUS FRANCE Q;NON;NON;Dans QP
Hors EP;0134101M;ST LOUIS;NON;NON;Dans QP
Hors EP;0931738J;ARTHUR RIMBAUD;NON;NON;Dans QP
Hors EP;0030073N;SAINTE PROCULE;NON;NON;
Hors EP;0932861E;R.E.V.E;NON;NON;Dans QP
Hors EP;0060082G;LES EUCALYPTUS;NON;NON;Dans QP
Hors EP;0681809X;ETTORE BUGATTI;NON;NON;Dans QP
Hors EP;0131398Z;MAXIMILIEN DE SULLY;NON;NON;Dans QP
Hors EP;0133474F;MARIE GASQUET;NON;NON;
Hors EP;0831207L;MARIE FRANCE;NON;NON;Dans QP
Hors EP;0951787B;ARTHUR RIMBAUD;NON;NON;Dans QP
Hors EP;9710991A;LES PERSEVERANTS;NON;NON;
Hors EP;0942376X;COURS DU HAMEAU;NON;NON;Dans QP
Hors EP;0711494N;SAINT LAZARE;NON;NON;
Hors EP;9710722H;CARNOT;NON;NON;Dans QP
Hors EP;0680037W;CHARLES STOESSEL;NON;NON;Dans QP
Hors EP;0131681G;CHIMIE ET BIOLOGIE LA FORBINE;NON;NON;Dans QP
Hors EP;0150051Z;LA PRESENTATION;NON;NON;
Hors EP;0890064L;JEANNE D'ARC;NON;NON;
Hors EP;0480680D;SACRE-COEUR;NON;NON;
Hors EP;0440246D;SACRE COEUR LA SALLE;NON;NON;Dans QP
Hors EP;0640124M;ST FRANCOIS;NON;NON;
Hors EP;0731040J;TOMER DEBORA;NON;NON;
Hors EP;0601897L;JULES VERNE;NON;NON;
Hors EP;0500087Y;CLAUDE LEHEC;NON;NON;
Hors EP;0601950U;ST VINCENT DE PAUL;NON;NON;Dans QP
Hors EP;0694066V;BETH HANNA;NON;NON;Dans QP
Hors EP;0691659D;DON BOSCO;NON;NON;
Hors EP;0340920R;TURGOT;NON;NON;Dans QP
Hors EP;0592833J;LES HAUTS DE FLANDRE;NON;NON;Dans QP
Hors EP;0572590F;GUSTAVE EIFFEL;NON;NON;
Hors EP;0271870L;MICRO-LYCEE DU LGT ARISTIDE BR;NON;NON;
Hors EP;0622150A;JEAN BOSCO;NON;NON;
Hors EP;0573172N;SAINTE CHRETIENNE;NON;NON;Dans QP
Hors EP;0492285T;LES ARDILLIERS;NON;NON;Dans QP
Hors EP;0753217P;SAINTE-THERESE;NON;NON;
Hors EP;0754015G;JULES RICHARD MICROTECHNIQUES;NON;NON;Dans QP
Hors EP;0211986V;LES MARCS D'OR;NON;NON;Dans QP
Hors EP;0922867S;ECOLE EUROPEENNE DE PARIS LA D;NON;NON;
Hors EP;0601703A;LA MAISON FRANCAISE;NON;NON;
Hors EP;0390091M;JEANNE D'ARC;NON;NON;
Hors EP;0690646C;CARREL;NON;NON;
Hors EP;9720070U;LYCEE DE L'UNION;NON;NON;Dans QP
Hors EP;0561981Z;DIWAN;NON;NON;Dans QP
Hors EP;0134107U;IBN KHALDOUN;NON;NON;Dans QP
Hors EP;0592969G;DAMPIERRE;NON;NON;Dans QP
Hors EP;0690642Y;O R T;NON;NON;Dans QP
Hors EP;0060735S;LES FAUVETTES;NON;NON;
Hors EP;0141418R;LES ROSIERS;NON;NON;
Hors EP;0142084P;NOTRE DAME DE FIDELITE;NON;NON;
Hors EP;0753825A;MORVAN;NON;NON;
Hors EP;0681793E;SAINT-JOSEPH DE CLUNY;NON;NON;Dans QP
Hors EP;0331590Z;ST VINCENT DE PAUL;NON;NON;Dans QP
Hors EP;0271051W;DES ROCHES;NON;NON;
Hors EP;0910838S;BETH RIVKAH;NON;NON;
Hors EP;0133424B;CAUCADIS;NON;NON;Dans QP
Hors EP;9730328U;ANNE MARIE JAVOUHEY;NON;NON;Dans QP
Hors EP;0593104D;SAINT PIERRE;NON;NON;Dans QP
Hors EP;0442227G;IFOM;NON;NON;
Hors EP;0360505D;SAINT CYR-SAINTE JULITTE;NON;NON;Dans QP
Hors EP;0320737C;SAINT-CHRISTOPHE;NON;NON;
Hors EP;0912342B;LA SALLE IGNY;NON;NON;
Hors EP;0133395V;STE MARIE;NON;NON;Dans QP
Hors EP;0133396W;DON BOSCO;NON;NON;Dans QP
Hors EP;0730759D;TALMUDIQUE;NON;NON;
Hors EP;0690631L;ICOF;NON;NON;
Hors EP;0500127S;LE BON SAUVEUR;NON;NON;Dans QP
Hors EP;0750330B;EC TECHNIQUE SUP LABORATOIRE;NON;NON;Dans QP
Hors EP;0681817F;LAZARE DE SCHWENDI;NON;NON;
Hors EP;0641770B;-;NON;NON;
Hors EP;0021869W;SAINT JOSEPH;NON;NON;Dans QP
Hors EP;0941943B;OZAR HATORAH GARCONS;NON;NON;Dans QP
Hors EP;0542161F;PIERRE DE COUBERTIN;NON;NON;
Hors EP;0755537L;RACHI;NON;NON;Dans QP
Hors EP;0312356T;OHR TORAH - LEDER INSTITUT;NON;NON;
Hors EP;0951940T;OZAR HATORAH;NON;NON;Dans QP
Hors EP;0040034R;LE SACRE COEUR;NON;NON;Dans QP
Hors EP;0133446A;HAMASKAINE;NON;NON;Dans QP
Hors EP;0640122K;LE BEAU RAMEAU;NON;NON;
Hors EP;0341765J;RABELAIS;NON;NON;Dans QP
Hors EP;0610702G;MARIE IMMACULEE;NON;NON;
Hors EP;0754239A;SAINT-JEAN DE MONTMARTRE;NON;NON;Dans QP
Hors EP;0681917P;INSTITUTION DON BOSCO;NON;NON;Dans QP
Hors EP;0330018R;LEONARD DE VINCI;NON;NON;
Hors EP;0623903F;DE BOULOGNE LE PORTEL;NON;NON;
Hors EP;0932303Y;MERKAZ HATORAH FILLES;NON;NON;
Hors EP;0754860A;SAINT FRANCOIS DE SALES - THER;NON;NON;
Hors EP;0932221J;BLAISE PASCAL;NON;NON;Dans QP
Hors EP;0210032W;DE LA CERAMIQUE HENRY MOISAND;NON;NON;
Hors EP;0762964J;LE CORBUSIER;NON;NON;Dans QP
Hors EP;0133334D;ORT LEON BRAMSON;NON;NON;Dans QP
Hors EP;0741443S;SAINTE CROIX DES NEIGES;NON;NON;
Hors EP;0593034C;THEOPHILE LEGRAND;NON;NON;Dans QP
Hors EP;0660077A;SAINTE-LOUISE-DE-MARILLAC;NON;NON;Dans QP
Hors EP;0570210U;NOTRE DAME;NON;NON;
Hors EP;0754016H;L'INITIATIVE;NON;NON;Dans QP
Hors EP;0830059N;PARC SAINT JEAN;NON;NON;Dans QP
Hors EP;0755025E;HEIKHAL MENAHEM SINAI;NON;NON;Dans QP
Hors EP;0290206S;NOTRE DAME DE KERBERTRAND;NON;NON;
Hors EP;0291107W;DU GUILVINEC;NON;NON;
Hors EP;0931026K;PROTECTORAT SAINT JOSEPH;NON;NON;Dans QP
Hors EP;0422158T;LA SALESIENNE;NON;NON;Dans QP
Hors EP;0450759F;CHARLES DE FOUCAULD;NON;NON;
Hors EP;0312355S;ORT MAURICE GRYNFOGEL;NON;NON;Dans QP
Hors EP;0031044U;GENEVIEVE VINCENT;NON;NON;
Hors EP;0771658J;DU GUE A TRESMES;NON;NON;
Hors EP;0762735K;ANITA CONTI;NON;NON;
Hors EP;0190083M;MARGUERITE BAHUET;NON;NON;
Hors EP;0410954P;SAINT JOSEPH;NON;NON;Dans QP
Hors EP;0753231E;SINAI;NON;NON;Dans QP
Hors EP;0911844K;RUDOLF STEINER;NON;NON;
Hors EP;0951048Y;TORAT EMET;NON;NON;Dans QP
Hors EP;0141687H;JULES VERNE;NON;NON;Dans QP
Hors EP;0190056H;INST JEANNE D ARC;NON;NON;
Hors EP;0783325R;ST VINCENT DE PAUL;NON;NON;
Hors EP;0750681H;BOULLE ESAA;NON;NON;
Hors EP;0134250Z;GSBE;NON;NON;Dans QP
Hors EP;0801743K;MONTALEMBERT;NON;NON;
Hors EP;0631032E;SAINT PIERRE;NON;NON;
Hors EP;0440119R;HOTELIER STE ANNE;NON;NON;Dans QP
Hors EP;0451442Y;CHATEAU BLANC;NON;NON;Dans QP
Hors EP;0442092K;JACQUES CASSARD;NON;NON;
Hors EP;0501599S;ET AQUACOLE DANIEL RIGOLET;NON;NON;
Hors EP;0931464L;MERKAZ HATORAH GARCONS;NON;NON;
Hors EP;0580076T;SIMONE DOUNON;NON;NON;Dans QP
Hors EP;0541312H;SAINT PIERRE FOURIER;NON;NON;Dans QP
Hors EP;0062256V;OR TORAH;NON;NON;Dans QP
Hors EP;0763500S;SAINT VINCENT DE PAUL;NON;NON;Dans QP
Hors EP;0681885E;INSTITUT SONNENBERG;NON;NON;
Hors EP;0772954T;SAINT-COLOMBAN;NON;NON;
Hors EP;0132472S;YAVNE;NON;NON;Dans QP
Hors EP;0333307R;SAINT JEAN;NON;NON;
Hors EP;0592966D;EIC JEHANNE D'ARC;NON;NON;Dans QP
Hors EP;0721549T;ST PAUL-NOTRE DAME;NON;NON;
Hors EP;0381630R;ANNEXE PEDAGOGIQUE SOINS ETUDE;NON;NON;
Hors EP;0133286B;BELSUNCE;NON;NON;Dans QP
Hors EP;0131402D;CHARLES PEGUY;NON;NON;Dans QP
Hors EP;0150047V;DE LA COMMUNICATION ST GERAUD;NON;NON;
Hors EP;0741307U;JEANNE D'ARC;NON;NON;
Hors EP;0850118S;L'ESPERANCE;NON;NON;
Hors EP;0290186V;LE PARACLET;NON;NON;Dans QP
Hors EP;0383550C;JEAN-PAUL II;NON;NON;
Hors EP;0021872Z;LA PROVIDENCE;NON;NON;Dans QP
Hors EP;0541305A;L'ASSOMPTION;NON;NON;
Hors EP;0810075S;SAINT-JOSEPH DE L'APPARITION;NON;NON;Dans QP
Hors EP;0171472H;CEPMO;NON;NON;
Hors EP;0561486L;-;NON;NON;
Hors EP;0030445T;SAINT-JOSEPH;NON;NON;Dans QP
Hors EP;0932110N;CHNE OR;NON;NON;Dans QP
Hors EP;0592976P;HELENE BOUCHER;NON;NON;Dans QP
Hors EP;0480023P;SAINT-JOSEPH;NON;NON;
Hors EP;0480022N;SAINT PIERRE-SAINT PAUL;NON;NON;
Hors EP;0141175B;INSTITUT LEMONNIER;NON;NON;Dans QP
Hors EP;0022042J;JEAN BOUIN;NON;NON;Dans QP
Hors EP;0221624W;PIERRE LOTI;NON;NON;
Hors EP;0022108F;ST VINCENT DE PAUL;NON;NON;
Hors EP;0541319R;SAINT DOMINIQUE;NON;NON;Dans QP
Hors EP;0441982R;DE BRETAGNE;NON;NON;Dans QP
Hors EP;0610700E;BIGNON;NON;NON;
Hors EP;0350795Z;DE LA SALLE;NON;NON;Dans QP
Hors EP;0671636P;ORT;NON;NON;
Hors EP;0132828D;LA CADENELLE;NON;NON;Dans QP
Hors EP;0593077Z;SAINT JOSEPH;NON;NON;
Hors EP;0342298N;SAINT-GUILHEM;NON;NON;Dans QP
Hors EP;0650885J;NOTRE-DAME DE GARAISON;NON;NON;
Hors EP;0680068E;LOUISE WEISS;NON;NON;
Hors EP;0030084A;SAINT BENOIT;NON;NON;
Hors EP;0442083A;CENS;NON;NON;
Hors EP;0755352K;N'R HATORAH;NON;NON;Dans QP
Hors EP;0220107X;NOTRE DAME DE CAMPOSTAL;NON;NON;
Hors EP;0351914R;FLORENCE ARTHAUD;NON;NON;
Hors EP;0150760V;GERBERT;NON;NON;Dans QP
Hors EP;0610694Y;JEANNE D ARC;NON;NON;Dans QP
Hors EP;0410693F;LA PROVIDENCE;NON;NON;Dans QP
Hors EP;0640127R;JEANNE D ARC;NON;NON;
Hors EP;0721478R;SAINT JOSEPH - LA SALLE;NON;NON;Dans QP
Hors EP;0592963A;SAINT MARTIN;NON;NON;Dans QP
Hors EP;0593006X;NOTRE-DAME D'ANNAY;NON;NON;Dans QP
Hors EP;0311131L;SAINTE-THERESE;NON;NON;Dans QP
Hors EP;9720823M;DU NORD CARAIBE;NON;NON;
Hors EP;0021870X;SAINT CHARLES;NON;NON;Dans QP
Hors EP;0022022M;SAINTE SOPHIE;NON;NON;
Hors EP;0593071T;DEFOREST DE LEWARDE;NON;NON;
Hors EP;0061852F;LA PROVIDENCE;NON;NON;Dans QP
Hors EP;0922691A;HAUTEFEUILLE;NON;NON;
Hors EP;0941711Z;OZAR HATORAH FILLES;NON;NON;
Hors EP;0761356L;PROVIDENCE SAINTE THERESE;NON;NON;Dans QP
Hors EP;0770920G;LA FAYETTE;NON;NON;Dans QP
Hors EP;0570030Y;BLAISE PASCAL;NON;NON;Dans QP
Hors EP;0133425C;CELONY;NON;NON;Dans QP
Hors EP;0390070P;SAINTE MARIE;NON;NON;Dans QP
Hors EP;0741101V;LES BRESSIS;NON;NON;
Hors EP;0932229T;PAUL LE ROLLAND;NON;NON;Dans QP
Hors EP;0171432P;MARITIME ET AQUACOLE;NON;NON;
Hors EP;0593078A;FONDATION DEPOORTER;NON;NON;Dans QP
Hors EP;0011457D;SAINT JOSEPH;NON;NON;Dans QP
Hors EP;0542408Z;CHARLES DE FOUCAULD;NON;NON;Dans QP
Hors EP;0573366Z;SAINT VINCENT DE PAUL;NON;NON;
Hors EP;0573770N;LYCEE PRIVE ST ETIENNE;NON;NON;
Hors EP;0271282X;JEANNE D'ARC - SAINT ANSELME;NON;NON;Dans QP
Hors EP;0360693H;SAINTE SOLANGE;NON;NON;Dans QP
Hors EP;0560096A;STE JEANNE D'ARC;NON;NON;
Hors EP;0601700X;SEVIGNE;NON;NON;
Hors EP;0331556M;STE FAMILLE SAINTONGE;NON;NON;Dans QP
Hors EP;0641441U;STELLA MARIS;NON;NON;
Hors EP;0070069M;SACRE COEUR  NOTRE DAME;NON;NON;Dans QP
Hors EP;0120061B;SAINT-JOSEPH;NON;NON;Dans QP
Hors EP;0841158C;SAINT JEAN LE BAPTISTE;NON;NON;Dans QP
Hors EP;0331591A;BEL ORME;NON;NON;Dans QP
Hors EP;0593113N;SAINTE CLAIRE;NON;NON;Dans QP
Hors EP;0931735F;LOUISE MICHEL;NON;NON;Dans QP
Hors EP;0133555U;AMI;NON;NON;Dans QP
Hors EP;0132280H;HENRI LEROY;NON;NON;Dans QP
Hors EP;0141178E;SAINTE URSULE;NON;NON;Dans QP
Hors EP;0690529A;DEBORDE;NON;NON;Dans QP
Hors EP;0520685M;OUDINOT;NON;NON;
Hors EP;0671615S;ECOLE AQUIBA;NON;NON;
Hors EP;0120059Z;SAINT-GABRIEL;NON;NON;
Hors EP;0320054K;SAINT-JOSEPH;NON;NON;
Hors EP;0920894X;SAINT GABRIEL;NON;NON;Dans QP
Hors EP;0031082K;VALERY LARBAUD;NON;NON;Dans QP
Hors EP;0762976X;FRANCOISE DE GRACE;NON;NON;Dans QP
Hors EP;7200118R;JACQUES FAGGIANELLI;NON;NON;
Hors EP;0420976H;LA SALLE SAINT LOUIS SAINTE BA;NON;NON;Dans QP
Hors EP;9720615L;AMEP;NON;NON;Dans QP
Hors EP;0120052S;IMMACULEE CONCEPTION;NON;NON;
Hors EP;0597115N;ECOLE EURO. LILLE METROPOLE J.;NON;NON;Dans QP
Hors EP;0142173L;LYCEE ET COLLEGE EXP;NON;NON;
Hors EP;0331491S;ALBERT LE GRAND;NON;NON;
Hors EP;0640126P;ST JOSEPH;NON;NON;
Hors EP;0693769X;JUIF DE LYON;NON;NON;Dans QP
Hors EP;0761343X;LA CHATAIGNERAIE;NON;NON;
Hors EP;0290198H;ST ESPRIT;NON;NON;
Hors EP;0920937U;SUGER;NON;NON;
Hors EP;0750710P;AUGUSTE RENOIR;NON;NON;
Hors EP;0331499A;NOTRE DAME;NON;NON;
Hors EP;0271049U;SAINT OUEN;NON;NON;Dans QP
Hors EP;0511146U;ST JEAN-BAPTISTE  DE LA SALLE;NON;NON;
Hors EP;0290194D;SAINT BLAISE;NON;NON;
Hors EP;0596892W;D'EXCELLENCE EDGAR MORIN;NON;NON;Dans QP
Hors EP;0694086S;AL KINDI;NON;NON;Dans QP
Hors EP;0650062P;JEANNE D'ARC;NON;NON;Dans QP
Hors EP;0783293F;LES CHATAIGNIERS;NON;NON;
Hors EP;0650040R;LA SERRE DE SARSAN;NON;NON;
Hors EP;0430065M;SAINT-GABRIEL;NON;NON;
Hors EP;9730511T;SAINTE THERESE;NON;NON;
Hors EP;0421025L;NOTRE DAME;NON;NON;
Hors EP;0690634P;LA MACHE;NON;NON;Dans QP
Hors EP;0650065T;PRADEAU-LA SEDE SAINT-PIERRE;NON;NON;Dans QP
Hors EP;0932116V;EUGENIE COTTON;NON;NON;Dans QP
Hors EP;9720726G;JOSEPH PERNOCK;NON;NON;
Hors EP;0460028F;LOUIS VICAT;NON;NON;
Hors EP;0931796X;ORT;NON;NON;Dans QP
Hors EP;0592980U;EIC MARIE NOEL;NON;NON;Dans QP
Hors EP;0593058D;VAUBAN;NON;NON;Dans QP
Hors EP;0313016K;ENSEMBLE SCOLAIRE SAINTE GENEV;NON;NON;
Hors EP;0810079W;ENSEMBLE SCOLAIRE JEANNE D'ARC;NON;NON;
Hors EP;0040003G;ANDRE HONNORAT;NON;NON;
Hors EP;0570108H;LA BRIQUERIE;NON;NON;Dans QP
Hors EP;0900029T;NOTRE DAME DES ANGES;NON;NON;Dans QP
Hors EP;0592929N;SAINTE THERESE;NON;NON;
Hors EP;0720843A;STE ANNE;NON;NON;Dans QP
Hors EP;0150747F;-;NON;NON;
Hors EP;9730308X;ELIE CASTOR;NON;NON;Dans QP
Hors EP;0720027N;PERSEIGNE;NON;NON;
Hors EP;0080018B;VAUBAN;NON;NON;
Hors EP;0593040J;NOTRE-DAME DE LA PROVIDENCE;NON;NON;
Hors EP;0422318S;SAINT PIERRE;NON;NON;
Hors EP;0720833P;NOTRE DAME;NON;NON;
Hors EP;0221589H;ST JOSEPH;NON;NON;
Hors EP;9730572J;LYCEE POLYVALENT DE SAINT-GEOR;NON;NON;
Hors EP;0760054W;PORTE OCEANE;NON;NON;
Hors EP;0220058U;CHAPTAL;NON;NON;Dans QP
Hors EP;0801226Y;SACRE COEUR;NON;NON;
Hors EP;0772840U;LA SALLE - SAINTE MARIE;NON;NON;
Hors EP;0622199D;SAINT DENIS;NON;NON;Dans QP
Hors EP;0624531N;SAINTE AUSTREBERTHE;NON;NON;
Hors EP;9711012Y;HYACINTHE BASTARAUD;NON;NON;
Hors EP;0772290W;SAINTE CROIX;NON;NON;
Hors EP;0490837U;NOTRE DAME LA SALLE;NON;NON;
Hors EP;0610692W;ST FRANCOIS DE SALES;NON;NON;Dans QP
Hors EP;0754479L;OZAR HATORAH;NON;NON;Dans QP
Hors EP;0790058J;SAINT CHARLES;NON;NON;Dans QP
Hors EP;0951994B;O R T;NON;NON;Dans QP
Hors EP;0800011C;EDOUARD GAND;NON;NON;Dans QP
Hors EP;0290108K;DUPUY DE LOME;NON;NON;Dans QP
Hors EP;0430968U;ST-JACQUES DE COMPOSTELLE;NON;NON;
Hors EP;0260072M;SAINT LOUIS;NON;NON;
Hors EP;0594278E;E.P.I.D.;NON;NON;Dans QP
Hors EP;0011431A;SAINT JOSEPH;NON;NON;
Hors EP;0570214Y;SAINTE CHRETIENNE;NON;NON;Dans QP
Hors EP;0682072H;INSTITUTION CHAMPAGNAT;NON;NON;
Hors EP;0931813R;ALLIANCE;NON;NON;Dans QP
Hors EP;0541320S;JEAN-BAPTISTE VATELOT;NON;NON;
Hors EP;0490834R;ND D'ORVEAU;NON;NON;
Hors EP;0332468D;BIOLOGIE ET CHIMIE ST LOUIS;NON;NON;Dans QP
Hors EP;0932654E;SAINTE MARIE;NON;NON;Dans QP
Hors EP;0810095N;SAINTE-CECILE;NON;NON;Dans QP
Hors EP;9710062R;LA PERSEVERANCE MIXTE;NON;NON;Dans QP
Hors EP;9710055H;PENSIONNAT DE VERSAILLES;NON;NON;
Hors EP;0912321D;SAINT MARTIN;NON;NON;
Hors EP;0460013P;LEO FERRE;NON;NON;
Hors EP;0530068L;HAUTE FOLLIS;NON;NON;Dans QP
Hors EP;0290340M;FENELON;NON;NON;
Hors EP;0930136T;CLAUDE-NICOLAS LEDOUX;NON;NON;Dans QP
Hors EP;0594391C;EC SUP ARTS APPLIQUES TEXTILE;NON;NON;Dans QP
Hors EP;0750502N;MAXIMILIEN VOX-ART-DESSIN;NON;NON;
Hors EP;0133931C;NOTRE DAME DE LA VISTE;NON;NON;Dans QP
Hors EP;0596335R;INSTITUT D ANCHIN;NON;NON;
Hors EP;0753815P;LES PETITS CHAMPS;NON;NON;Dans QP
Hors EP;0292137R;DIWAN;NON;NON;
Hors EP;0912384X;JEANNE D'ARC;NON;NON;Dans QP
Hors EP;0920916W;LA SOURCE;NON;NON;
Hors EP;0400027M;JEAN TARIS;NON;NON;
Hors EP;0370881G;MARMOUTIER;NON;NON;Dans QP
Hors EP;0212015B;SIMONE WEIL;NON;NON;
Hors EP;0131320P;STE CATHERINE DE SIENNE;NON;NON;Dans QP
Hors EP;0131391S;ST ELOI;NON;NON;Dans QP
Hors EP;0131456M;PASTRE - GRANDE BASTIDE;NON;NON;Dans QP
Hors EP;0660931D;SAINT PIERRE DE LA MER;NON;NON;
Hors EP;0560198L;ST JOSEPH - LA SALLE;NON;NON;Dans QP
Hors EP;0951221L;VAUBAN;NON;NON;Dans QP
Hors EP;0290070U;JEAN CHAPTAL;NON;NON;Dans QP
Hors EP;0320023B;ALAIN-FOURNIER;NON;NON;
Hors EP;0640137B;SAINT JOSEPH;NON;NON;
Hors EP;0211068X;DU SAINT COEUR;NON;NON;
Hors EP;0460039T;JEANNE D'ARC;NON;NON;
Hors EP;0910819W;COURS SECONDAIRE;NON;NON;
Hors EP;0240013J;GIRAUT DE BORNEIL;NON;NON;
Hors EP;9711033W;POINTE NOIRE;NON;NON;
Hors EP;0750690T;FRANCOIS VILLON;NON;NON;Dans QP
Hors EP;0801479Y;SAINT REMI;NON;NON;Dans QP
Hors EP;0690542P;DES CHASSAGNES;NON;NON;Dans QP
Hors EP;0160065J;DE BEAULIEU;NON;NON;
Hors EP;0460038S;SAINT-ETIENNE;NON;NON;
Hors EP;0922653J;LA SALLE ST NICOLAS;NON;NON;
Hors EP;0290063L;-;NON;NON;
Hors EP;0930962R;CHARLES PEGUY;NON;NON;Dans QP
Hors EP;0570211V;SAINT ANTOINE;NON;NON;
Hors EP;0370737A;SAINT DENIS;NON;NON;
Hors EP;0350797B;JEANNE D'ARC;NON;NON;Dans QP
Hors EP;0810995S;DOCTEUR CLEMENT DE PEMILLE;NON;NON;Dans QP
Hors EP;0880097C;JEANNE D'ARC;NON;NON;Dans QP
Hors EP;0141169V;INSTITUTION FREMONT;NON;NON;
Hors EP;0590042A;CAMILLE DESMOULINS;NON;NON;
Hors EP;0763002A;DU GOLF;NON;NON;Dans QP
Hors EP;0131327X;TOUR SAINTE (DE);NON;NON;Dans QP
Hors EP;0021871Y;SAINT JOSEPH;NON;NON;
Hors EP;0430053Z;SAINT JULIEN;NON;NON;
Hors EP;0341521U;ST JOSEPH PIERRE ROUGE;NON;NON;
Hors EP;0490904S;JEANNE DELANOUE;NON;NON;Dans QP
Hors EP;0290174G;NOTRE DAME DE KERBERTRAND;NON;NON;
Hors EP;0311138U;LES MARISTES TOULOUSE;NON;NON;Dans QP
Hors EP;0580008U;ROMAIN ROLLAND;NON;NON;
Hors EP;0311334G;EDMOND ROSTAND;NON;NON;
Hors EP;0131342N;ST CHARLES CAMAS;NON;NON;Dans QP
Hors EP;0131344R;COURS BASTIDE;NON;NON;Dans QP
Hors EP;0131403E;ST VINCENT DE PAUL;NON;NON;Dans QP
Hors EP;0940821G;GREGOR MENDEL;NON;NON;Dans QP
Hors EP;0421023J;SAINT PAUL;NON;NON;Dans QP
Hors EP;0210013A;DESIRE NISARD;NON;NON;
Hors EP;0480688M;THEOPHILE ROUSSEL;NON;NON;
Hors EP;0530949U;RAOUL VADEPIED;NON;NON;
Hors EP;0593138R;SAINT MICHEL;NON;NON;
Hors EP;0110045P;SAINT LOUIS;NON;NON;Dans QP
Hors EP;0753916Z;SAINTE-ELISABETH;NON;NON;
Hors EP;6200043C;GEORGES CLEMENCEAU SARTENE;NON;NON;
Hors EP;0753902J;NOTRE-DAME DE FRANCE;NON;NON;
Hors EP;0920985W;LA TRINITE;NON;NON;
Hors EP;9720888H;VICTOR ANICET (EX SAINT-JAMES);NON;NON;
Hors EP;0730760E;JEANNE D'ARC;NON;NON;
Hors EP;0550049E;SAINTE ANNE;NON;NON;Dans QP
Hors EP;0880099E;BEAU JARDIN;NON;NON;Dans QP
Hors EP;0753919C;PASCAL;NON;NON;
Hors EP;0170103V;NOTRE DAME DE RECOUVRANCE;NON;NON;
Hors EP;0342266D;CITE SCOLAIRE FRANCOISE COMBES;NON;NON;Dans QP
Hors EP;0320015T;MARECHAL LANNES;NON;NON;
Hors EP;0470063N;NOTRE DAME LA COMPASSION;NON;NON;Dans QP
Hors EP;0470065R;STE CATHERINE;NON;NON;Dans QP
Hors EP;0550047C;SAINT LOUIS;NON;NON;Dans QP
Hors EP;0761707T;LA PROVIDENCE;NON;NON;Dans QP
Hors EP;0370727P;GRAND ST GREGOIRE;NON;NON;Dans QP
Hors EP;0754030Y;ALBERT DE MUN;NON;NON;
Hors EP;0754045P;CATHERINE LABOURE;NON;NON;
Hors EP;0860774Z;ST JACQUES DE COMPOSTELLE;NON;NON;Dans QP
Hors EP;0920875B;SAINTE MARIE;NON;NON;
Hors EP;0641844G;DE NAVARRE;NON;NON;
Hors EP;0610018N;DES ANDAINES;NON;NON;
Hors EP;0341699M;PAUL BOUSQUET;NON;NON;
Hors EP;0801206B;SAINT PIERRE;NON;NON;Dans QP
Hors EP;0640181Z;ST JOSEPH;NON;NON;
Hors EP;0580071M;NOTRE DAME;NON;NON;
Hors EP;0596122J;JEANNINE MANUEL;NON;NON;
Hors EP;9711082Z;NORD GRANDE TERRE;NON;NON;
Hors EP;0190018S;PIERRE CARAMINOT;NON;NON;
Hors EP;9720694X;ACAJOU 1;NON;NON;
Hors EP;0010075B;SAINT JOSEPH;NON;NON;
Hors EP;0542293Z;JACQUES-MARIE BOUTET DE MONVEL;NON;NON;Dans QP
Hors EP;0690553B;NOTRE DAME;NON;NON;Dans QP
Hors EP;0694197M;SAINT CHARLES;NON;NON;Dans QP
Hors EP;0290168A;ST GABRIEL;NON;NON;
Hors EP;0390033Z;HYACINTHE FRIANT;NON;NON;
Hors EP;0480009Z;EMILE PEYTAVIN;NON;NON;
Hors EP;0750688R;RABELAIS;NON;NON;Dans QP
Hors EP;0930936M;SAINT BENOIST DE L'EUROPE;NON;NON;Dans QP
Hors EP;0592928M;SAINTE JEANNE D'ARC;NON;NON;Dans QP
Hors EP;0500116E;JEAN PAUL II;NON;NON;Dans QP
Hors EP;0753935V;GEORGES LEVEN;NON;NON;Dans QP
Hors EP;0240021T;ALCIDE DUSOLIER;NON;NON;
Hors EP;0610014J;AUGUSTE CHEVALIER;NON;NON;
Hors EP;0010069V;INSTITUTION SAINTE ANNE - LAMA;NON;NON;Dans QP
Hors EP;0300083C;SAINT STANISLAS;NON;NON;Dans QP
Hors EP;0952158E;PAUL RICOEUR;NON;NON;
Hors EP;9730421V;LEOPOLD ELFORT;NON;NON;
Hors EP;9730513V;RAYMOND TARCY;NON;NON;Dans QP
Hors EP;0490055U;SADI CARNOT - JEAN BERTIN;NON;NON;Dans QP
Hors EP;0080040A;JEAN MOULIN;NON;NON;
Hors EP;0572340J;ANTOINE GAPP;NON;NON;Dans QP
Hors EP;0932260B;GEORGES BRASSENS;NON;NON;Dans QP
Hors EP;0870081R;BEAUPEYRAT;NON;NON;Dans QP
Hors EP;0511135G;NOTRE-DAME ST VICTOR;NON;NON;Dans QP
