Identifiant_de_l_etablissement,Nom_etablissement,Type_etablissement,Statut_public_prive,Segpa,Lycee_Agricole,Lycee_militaire,code_nature,libelle_nature,Code_type_contrat_prive,etablissement_mere,type_rattachement_etablissement_mere,
0010939R,Collège Léon Comas,Collège,Public,0,0,0,,340,COLLEGE,0010939R,,
0620131F,Lycée professionnel des Deux Caps,Lycée,Public,0,0,0,,320,LYCEE PROFESSIONNEL,0622096S,,
0931565W,Lycée Flora Tristan,Lycée,Public,0,0,0,,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,,,
0220040Z,Collège Louis de Chappedelaine,Collège,Public,0,0,0,,340,COLLEGE,0221594N,,
0530827L,Collège Paul-Émile Victor,Collège,Public,0,0,0,,340,COLLEGE,0530040F,,
0750610F,Collège Jules Verne,Collège,Public,0,0,0,,340,COLLEGE,0750610F,,
0772427V,Collège Christine de Pisan,Collège,Public,0,0,0,,340,COLLEGE,0772427V,,
0762405B,Collège La Hève,Collège,Public,0,0,0,,340,COLLEGE,0761697G,,
0221624W,Lycée professionnel maritime Pierre Loti,Lycée,Public,0,0,0,,320,LYCEE PROFESSIONNEL,,,
0130010R,Lycée Polyvalent Montmajour,Lycée,Public,0,0,0,,306,LYCEE POLYVALENT,0132572A,,
0750609E,Collège Paul Verlaine,Collège,Public,0,0,0,,340,COLLEGE,0750610F,,
0460006G,Collège Gambetta,Collège,Public,0,0,0,,340,COLLEGE,0460006G,,
0441654J,Collège Isabelle Autissier,Collège,Public,0,0,0,,340,COLLEGE,0441654J,,
0311688S,Collège Pierre Labitrie,Collège,Public,0,0,0,,340,COLLEGE,0312307P,,
0830928H,Collège Joseph d'Arbaud,Collège,Public,1,0,0,,340,COLLEGE,0830622A,,
0931613Y,Lycée Louise Michel,Lycée,Public,0,0,0,,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,,,
0931739K,Lycée professionnel Jean Moulin,Lycée,Public,0,0,0,,320,LYCEE PROFESSIONNEL,0931739K,,
0931148T,Collège Georges Politzer,Collège,Public,1,0,0,,340,COLLEGE,0931148T,,
0761746K,Collège Jean Zay,Collège,Public,0,0,0,,340,COLLEGE,0762090J,,
0762289A,Collège Pierre Mendès France,Collège,Public,1,0,0,,340,COLLEGE,0761701L,,
0840698C,Collège Alphonse Silve,Collège,Public,0,0,0,,340,COLLEGE,0840698C,,
0741097R,Collège Jacques Prévert,Collège,Public,0,0,0,,340,COLLEGE,0741097R,,
0260005P,Collège Olivier de Serres,Collège,Public,0,0,0,,340,COLLEGE,0260005P,,
0382041M,Collège Jules Flandrin,Collège,Public,0,0,0,,340,COLLEGE,0382041M,,
0383260M,Collège Jules Verne,Collège,Public,0,0,0,,340,COLLEGE,0382039K,,
0040002F,Collège du Pays de Banon,Collège,Public,0,0,0,,340,COLLEGE,0040002F,,
0060838D,Collège Simone Veil,Collège,Public,0,0,0,,340,COLLEGE,0060838D,,
0561627P,Lycée Charles de Gaulle,Lycée,Public,0,0,0,,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,0560050A,,
0352959B,Collège Marie Curie,Collège,Public,0,0,0,,340,COLLEGE,0352691K,,
0110676A,Collège Saint-Exupéry,Collège,Public,0,0,0,,340,COLLEGE,0110676A,,
0130038W,Lycée Marseilleveyre,Lycée,Public,0,0,0,,302,LYCEE D ENSEIGNEMENT GENERAL,0132974M,,
0090546V,Collège du Sabarthès,Collège,Public,0,0,0,,340,COLLEGE,0090546V,,
0771618R,Collège les Maillettes,Collège,Public,0,0,0,,340,COLLEGE,0771618R,,
0941232D,Lycée professionnel Jean Macé,Lycée,Public,0,0,0,,320,LYCEE PROFESSIONNEL,,, 8 ET 9)
0781861Z,Lycée Louis de Broglie,Lycée,Public,0,0,0,,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,0783215W,,
0931707A,Collège Pablo Picasso,Collège,Public,1,0,0,,340,COLLEGE,,,
0771880A,Lycée professionnel Charles Baudelaire,Lycée,Public,0,0,0,,320,LYCEE PROFESSIONNEL,0771880A,,
0730006K,Lycée professionnel le Grand Arc,Lycée,Public,0,0,0,,320,LYCEE PROFESSIONNEL,0730904L,,
0640045B,Collège des Remparts,Collège,Public,0,0,0,,340,COLLEGE,0640045B,,
0330100E,Collège Éléonore de Provence,Collège,Public,0,0,0,,340,COLLEGE,0330100E,,
0330138W,Collège Jean Aviotte,Collège,Public,0,0,0,,340,COLLEGE,0330138W,,
0840585E,Collège Jean Bouin,Collège,Public,0,0,0,,340,COLLEGE,0841118J,,
0720081X,Collège Alain-Fournier,Collège,Public,0,0,0,,340,COLLEGE,0720081X,,
0340016H,Collège la Dullague,Collège,Public,0,0,0,,340,COLLEGE,0340836Z,,
0340065L,Collège Jean Jaurès,Collège,Public,0,0,0,,340,COLLEGE,0340022P,,
0310052N,Lycée polyvalent Roland Garros,Lycée,Public,0,0,0,,320,LYCEE PROFESSIONNEL,0311112R,,
0440061C,Collège Jules Verne,Collège,Public,0,0,0,,340,COLLEGE,0442368K,,
0441547T,Collège Le grand Beauregard,Collège,Public,0,0,0,,340,COLLEGE,0442029S,,
0912175V,Collège La Fontaine aux Bergers,Collège,Public,0,0,0,,340,COLLEGE,0911899V,,
0630060Y,Collège Alexandre Varenne,Collège,Public,0,0,0,,340,COLLEGE,0630065D,,
0030042E,Collège François Rabelais,Collège,Public,0,0,0,,340,COLLEGE,0030890B,,
0631412T,Collège Antoine de Saint-Exupéry,Collège,Public,1,0,0,,340,COLLEGE,0631412T,,
0150020R,Collège Marcellin Boule,Collège,Public,0,0,0,,340,COLLEGE,0150005Z,,
0100947A,Collège Pierre et François Pithou,Collège,Public,0,0,0,,340,COLLEGE,0100947A,,
0100787B,Collège Paul Langevin,Collège,Public,0,0,0,,340,COLLEGE,0100787B,,
0080826E,Collège le Lac,Collège,Public,1,0,0,,340,COLLEGE,0080826E,,
0511258R,Collège Claude Nicolas le Doux,Collège,Public,1,0,0,,340,COLLEGE,0511189R,,
0512014M,Collège Léonard de Vinci,Collège,Public,0,0,0,,340,COLLEGE,0512014M,,
0510026B,Collège de la Brie Champenoise,Collège,Public,0,0,0,,340,COLLEGE,0510054G,,
0520027X,Lycée polyvalent Saint-Exupéry,Lycée,Public,0,0,0,,306,LYCEE POLYVALENT,0520050X,,
0511327R,Collège Terres Rouges,Collège,Public,1,0,0,,340,COLLEGE,0511327R,,
0390010Z,Collège Jean Jaurès,Collège,Public,0,0,0,,340,COLLEGE,0390010Z,,
9720031B,Collège du Vauclin,Collège,Public,0,0,0,,340,COLLEGE,9720468B,,
9720779P,Lycée professionnel agricole du Robert,Lycée,Public,0,1,0,,320,LYCEE PROFESSIONNEL,9720642R,,
0211389W,Collège Clos de Pouilly,Collège,Public,0,0,0,,340,COLLEGE,0210024M,,
0211135V,Lycée d'enseignement général, technologique et professionnel agricole de Quetigny Olivier de Serres,Lycée,0,0,1,0,,307,99,,
0211526V,Collège Montchapet,Collège,Public,0,0,0,,340,COLLEGE,0211523S,,
0030837U,Collège François Villon,Collège,Public,0,0,0,,340,COLLEGE,0030048L,,
0630011V,Collège Willy Mabrut,Collège,Public,0,0,0,,340,COLLEGE,0630056U,,
0631580A,Collège Michel de l'Hospital,Collège,Public,0,0,0,,340,COLLEGE,0631121B,,
0430001T,Collège du Mont Bar,Collège,Public,0,0,0,,340,COLLEGE,0430001T,,
0630016A,Collège Antoine Grimoald Monnet,Collège,Public,0,0,0,,340,COLLEGE,0630016A,,
0250005V,Collège René Cassin,Collège,Public,1,0,0,,340,COLLEGE,0250005V,,
0900004R,Lycée général et technologique Raoul Follereau,Lycée,Public,0,0,0,,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,0900004R,,
0250052W,Collège René Perrot,Collège,Public,0,0,0,,340,COLLEGE,0251373G,,
9830698S,Collège Apogoti,Collège,Public,0,0,0,340,COLLEGE,99,,,
9830355U,Collège La Colline (Thio),Collège,Public,0,0,0,340,COLLEGE,99,,,
0932301W,Collège Henri IV,Collège,Public,0,0,0,,340,COLLEGE,,,
0940126B,Lycée polyvalent Maximilien Perret,Lycée,Public,0,0,0,,306,LYCEE POLYVALENT,0940126B,, 5 ET 10)
0420022W,Collège Robert Schuman,Collège,Public,0,0,0,,340,COLLEGE,0420022W,,
0730813M,Lycée agricole Reinach,Lycée,Public,0,1,0,,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,,,
0690043X,Lycée professionnel Jacques de Flesselles,Lycée,Public,0,0,0,,320,LYCEE PROFESSIONNEL,0694191F,,
0911340M,Collège Charles Péguy,Collège,Public,0,0,0,,340,COLLEGE,0911025V,,
0061131X,Collège Maurice Jaubert,Collège,Public,1,0,0,,340,COLLEGE,0061131X,,
0750663N,Lycée Chaptal,Lycée,Public,0,0,0,,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,0752529S,,
0311580Z,Collège André Abbal,Collège,Public,1,0,0,,340,COLLEGE,0311580Z,,
0271238Z,Collège Claude Monet,Collège,Public,0,0,0,,340,COLLEGE,0270041Y,,
0930834B,Lycée Voillaume,Lycée,Public,0,0,0,,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,,,
0940123Y,Lycée Guillaume Apollinaire,Lycée,Public,0,0,0,,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,,, 8 ET 9)
0941103N,Collège Jean Macé,Collège,Public,0,0,0,,340,COLLEGE,,, 8 ET 9)
0590228C,Collège François Villon,Collège,Public,0,0,0,,340,COLLEGE,0590228C,,
0593226L,Collège Anne Frank,Collège,Public,0,0,0,,340,COLLEGE,0593226L,,
0421171V,Collège Pierre et Marie Curie,Collège,Public,0,0,0,,340,COLLEGE,0421171V,,
0380035G,Lycée polyvalent hôtelier Lesdiguières,Lycée,Public,0,0,0,,306,LYCEE POLYVALENT,0382035F,,
0421487N,Collège Jacques Prévert,Collège,Public,1,0,0,,340,COLLEGE,0421976V,,
9760182U,Lycée polyvalent de Sada,Lycée,Public,0,0,0,,306,LYCEE POLYVALENT,9760042S,,
7200025P,Collège Pascal Paoli,Collège,Public,1,0,0,,340,COLLEGE,7200025P,,
0290069T,Lycée Brizeux,Lycée,Public,0,0,0,,302,LYCEE D ENSEIGNEMENT GENERAL,0291591X,,
0351790F,Collège Martin Luther King,Collège,Public,0,0,0,,340,COLLEGE,0351790F,,
0220047G,Collège du Val de Rance,Collège,Public,0,0,0,,340,COLLEGE,0220029M,,
0560037L,Collège Marcel Pagnol,Collège,Public,0,0,0,,340,COLLEGE,0561384A,,
0383243U,Collège international Europole,Collège,Public,0,0,0,,340,COLLEGE,0381776Z,,
0130139F,Collège Coin Joli Sévigné,Collège,Public,0,0,0,,340,COLLEGE,0131548M,,
0133449D,Collège Pierre Matraja,Collège,Public,0,0,0,,340,COLLEGE,0133449D,,
0110669T,Lycée général et technologique agricole Charlemagne,Lycée,Public,0,1,0,,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,,,
0850145W,Collège René Couzinet,Collège,Public,1,0,0,,340,COLLEGE,0850145W,,
0771177L,Collège René Goscinny,Collège,Public,0,0,0,,340,COLLEGE,0771177L,,
0595177G,Collège Camille Claudel,Collège,Public,0,0,0,0,,340,99,0593252P,
0921940J,Collège Paul Éluard,Collège,Public,0,0,0,,340,COLLEGE,0921940J,,
0010039M,Collège de l'Albarine,Collège,Public,0,0,0,,340,COLLEGE,0010039M,,
0011388D,Collège Le Paruthiol,Collège,Public,0,0,0,,340,COLLEGE,0011388D,,
0260766S,Collège Gérard Gaud,Collège,Public,1,0,0,,340,COLLEGE,0260766S,,
0641232S,Collège d'Amikuze,Collège,Public,0,0,0,,340,COLLEGE,0641232S,,
0951142A,Collège Robert Doisneau,Collège,Public,1,0,0,,340,COLLEGE,0951142A,,
0061278G,Collège Bellevue,Collège,Public,0,0,0,,340,COLLEGE,0061278G,,
0060009C,Lycée Auguste Renoir,Lycée,Public,0,0,0,,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,0061280J,,
0290045S,Collège Mescoat,Collège,Public,1,0,0,,340,COLLEGE,0290033D,,
0310054R,Lycée polyvalent Renée Bonnet,Lycée,Public,0,0,0,,320,LYCEE PROFESSIONNEL,0310092G,,
0313168A,Collège de Castelnau-D'estretefonds,Collège,Public,0,0,0,,340,COLLEGE,,,
0811331G,Collège Renée TAILLEFER,Collège,Public,0,0,0,,340,COLLEGE,0810993P,,
0491706N,Collège le Pont de Moine,Collège,Public,0,0,0,,340,COLLEGE,0491706N,,
0620130E,Collège des Marches de l'Artois,Collège,Public,1,0,0,,340,COLLEGE,0620130E,,
0622427B,Collège du Pays de l'Alloeu,Collège,Public,0,0,0,,340,COLLEGE,0622427B,,
0941029H,Collège Jules Vallès,Collège,Public,0,0,0,,340,COLLEGE,,, 8 ET 9)
0770038Y,Collège Alfred Sisley,Collège,Public,0,0,0,,340,COLLEGE,0770038Y,,
0590034S,Lycée Paul Duez,Lycée,Public,0,0,0,,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,0593488W,,
0622907Y,Collège de la Morinie,Collège,Public,1,0,0,,340,COLLEGE,0622907Y,,
0594538M,Collège Jean Rostand,Collège,Public,0,0,0,,340,COLLEGE,0595176F,,
0741476C,Lycée polyvalent Jean Monnet,Lycée,Public,1,1,0,0,,306,99,0741097R,
0741164N,Lycée des métiers Tom Morel,Lycée,Public,0,0,0,,320,LYCEE PROFESSIONNEL,0740274W,,
9730373T,Collège Paule Berthelot,Collège,Public,1,0,0,,340,COLLEGE,,,
7200086F,Collège du Fiumorbo,Collège,Public,1,0,0,,340,COLLEGE,7200086F,,
0350021H,Collège François Brune,Collège,Public,0,0,0,,340,COLLEGE,0350021H,,
0291104T,Collège Mendès France,Collège,Public,0,0,0,,340,COLLEGE,0291104T,,
0752539C,Collège Claude Monet,Collège,Public,0,0,0,,340,COLLEGE,0752539C,,
0752548M,Collège Janson de Sailly,Collège,Public,0,0,0,,340,COLLEGE,0750699C,,
0530013B,Lycée professionnel Robert Buron,Lycée,Public,0,0,0,,320,LYCEE PROFESSIONNEL,0530012A,,
0480514Y,Lycée général technologique et professionnel agricole François Rabelais,Lycée,Public,0,1,0,,307,LYCEE ENS GENERAL TECHNO PROF AGRICOLE,,,
0850149A,Collège Paul Langevin,Collège,Public,1,0,0,,340,COLLEGE,0850149A,,
0340034C,Collège Roger Contrepas,Collège,Public,0,0,0,,340,COLLEGE,0342076X,,
0131705H,Collège Fernand Léger,Collège,Public,1,0,0,,340,COLLEGE,0131705H,,
0134253C,Lycée régional Monte-Cristo,Lycée,Public,0,0,0,,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,0133490Y,,
0131603X,Collège Adolphe Monticelli,Collège,Public,0,0,0,,340,COLLEGE,0131943S,,
0592850C,Lycée professionnel Antoine de Saint-Exupéry,Lycée,Public,0,0,0,,320,LYCEE PROFESSIONNEL,0596172N,,
0593474F,Collège professeur Albert Debeyre,Collège,Public,0,0,0,,340,COLLEGE,0593658F,,
0590082U,Collège Jean Moulin,Collège,Public,0,0,0,,340,COLLEGE,0593251N,,
0741341F,Collège Champagne,Collège,Public,1,0,0,,340,COLLEGE,0740034K,,
0741665H,Collège Karine Ruby,Collège,Public,1,0,0,,340,COLLEGE,0740931K,,
0741187N,Collège les Aravis,Collège,Public,0,0,0,,340,COLLEGE,0741187N,,
0132404T,Collège Clair Soleil,Collège,Public,0,0,0,,340,COLLEGE,0132404T,,
0780514K,Collège Le Village,Collège,Public,0,0,0,,340,COLLEGE,0780187E,,
0780507C,Collège Auguste Renoir,Collège,Public,1,0,0,,340,COLLEGE,0780507C,,
0830075F,Collège Alphonse Karr,Collège,Public,0,0,0,,340,COLLEGE,0830977L,,
7200021K,Lycée Pascal Paoli,Lycée,Public,0,0,0,,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,7200004S,,
9730599N,Lycée polyvalent de Maripasoula,Lycée,Public,0,0,0,,306,LYCEE POLYVALENT,,,
0320006H,Collège Mathalin,Collège,Public,0,0,0,,340,COLLEGE,0320006H,,
0312729Y,Collège Germaine Tillion,Collège,Public,0,0,0,,340,COLLEGE,0312729Y,,
0311631E,Collège Michelet,Collège,Public,0,0,0,,340,COLLEGE,0311631E,,
0301862L,Lycée polyvalent Lucie Aubrac,Lycée,Public,1,1,0,0,,306,99,0301232B,
0750478M,Collège Jean Baptiste Clément,Collège,Public,1,0,0,,340,COLLEGE,0752696Y,,
0751563S,Collège Madame de Staël,Collège,Public,0,0,0,,340,COLLEGE,0751563S,,
0750584C,Collège Valmy,Collège,Public,0,0,0,,340,COLLEGE,0753047E,,
0133195C,Lycée Jean Cocteau,Lycée,Public,0,0,0,,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,0130158B,,
0840970Y,Collège Gérard Philipe,Collège,Public,0,0,0,,340,COLLEGE,0840970Y,,
0840926A,Collège Marie Mauron,Collège,Public,0,0,0,,340,COLLEGE,0840029A,,
0623312N,Collège René Cassin,Collège,Public,0,0,0,,340,COLLEGE,0622799F,,
0950933Y,Collège Jacques Monod,Collège,Public,0,0,0,,340,COLLEGE,0950933Y,,
0952127W,Collège Aimé Césaire,Collège,Public,0,0,0,,340,COLLEGE,0951051B,,
0470103G,Collège Jean Moulin,Collège,Public,1,0,0,,340,COLLEGE,0470103G,,
0912233H,Collège Olympe de Gouges,Collège,Public,0,0,0,,340,COLLEGE,0912233H,,
0910025H,Collège Wolfgang Amadeus Mozart,Collège,Public,0,0,0,,340,COLLEGE,0910025H,,
0070849K,Collège les Deux Vallées,Collège,Public,0,0,0,,340,COLLEGE,0070849K,,
9740045F,Lycée polyvalent Antoine de Saint-Exupéry,Lycée,Public,0,0,0,,306,LYCEE POLYVALENT,9741387P,,
9740011U,Collège Hégésippe Hoarau,Collège,Public,1,0,0,,340,COLLEGE,9740011U,,
7200583W,Lycée Paul Vincensini,Lycée,Public,0,0,0,,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,7200013B,,
9730206L,Collège Just Hyasine,Collège,Public,1,0,0,,340,COLLEGE,,,
0132204A,Collège Pont de Vivaux,Collège,Public,0,0,0,,340,COLLEGE,0134022B,,
0755747P,Collège Suzanne Lacore Paris Nord Est,Collège,Public,0,0,0,,340,COLLEGE,0750484U,,
0350044H,Collège Chateaubriand,Collège,Public,0,0,0,,340,COLLEGE,0350044H,,
0820684Y,Collège Jean Jaurès,Collège,Public,0,0,0,,340,COLLEGE,0820684Y,,
0530012A,Lycée Réaumur,Lycée,Public,0,0,0,,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,0530012A,,
0440086E,Lycée La Colinière,Lycée,Public,0,0,0,,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,0440028S,,
0491025Y,Collège Colbert,Collège,Public,0,0,0,,340,COLLEGE,0491025Y,,
0720003M,Lycée professionnel Claude Chappe,Lycée,Public,0,0,0,,320,LYCEE PROFESSIONNEL,0721281B,,
0850063G,Collège Nicolas Haxo,Collège,Public,1,0,0,,340,COLLEGE,0850063G,,
0301010K,Collège Ada Lovelace,Collège,Public,1,0,0,,340,COLLEGE,0301010K,,
0110666P,Collège le Bastion,Collège,Public,0,0,0,,340,COLLEGE,0110666P,,
0090009L,Collège François Verdier,Collège,Public,0,0,0,,340,COLLEGE,0090009L,,
0241007P,Collège Giraut de Borneil,Collège,Public,0,0,0,,340,COLLEGE,0241007P,,
0332341R,Collège Jacques Prévert,Collège,Public,0,0,0,,340,COLLEGE,0332341R,,
0240065R,Collège Jean Ladignac,Collège,Public,0,0,0,,340,COLLEGE,0240011G,,
0332343T,Collège Montesquieu,Collège,Public,0,0,0,,340,COLLEGE,0332343T,,
0740157U,Collège Samivel,Collège,Public,0,0,0,,340,COLLEGE,0740048A,,
0380002W,Collège Flavius Vaussenat,Collège,Public,0,0,0,,340,COLLEGE,0381905P,,
0771661M,Collège Jean Campin,Collège,Public,1,0,0,,340,COLLEGE,0771661M,, 6 ET 7)
0930121B,Lycée Jean Jaurès,Lycée,Public,0,0,0,,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,,,
0941100K,Collège Paul Bert,Collège,Public,0,0,0,,340,COLLEGE,,, 8 ET 9)
0931190N,Collège Évariste Galois,Collège,Public,1,0,0,,340,COLLEGE,,,
0070846G,Collège Georges Gouy,Collège,Public,0,0,0,,340,COLLEGE,0070846G,,
0690029G,Lycée Lacassagne,Lycée,Public,0,0,0,,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,0690131T,,
7200160L,Collège Henri Tomasi Penta di Casinca,Collège,Public,1,0,0,,340,COLLEGE,7200160L,,
0040027H,Lycée Alexandra David-Néel,Lycée,Public,0,0,0,,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,0040027H,,
0750712S,Lycée polyvalent Diderot,Lycée,Public,0,0,0,,306,LYCEE POLYVALENT,0750712S,,
0750575T,Collège Sonia Delaunay,Collège,Public,0,0,0,,340,COLLEGE,0750575T,,
0751791P,Collège Condorcet,Collège,Public,0,0,0,,340,COLLEGE,0752529S,,
0480013D,Collège Haut-Gévaudan,Collège,Public,0,0,0,,340,COLLEGE,0480013D,,
0180020Z,Collège Philibert Lautissier,Collège,Public,0,0,0,,340,COLLEGE,0180020Z,,
0580753D,Lycée général et technologique Alain Colas,Lycée,Public,0,0,0,,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,0580034X,,
0710023P,Lycée général et technologique  La Prat's,Lycée,Public,0,0,0,,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,0710024R,,
0580050P,Lycée professionnel Jean Rostand,Lycée,Public,0,0,0,,320,LYCEE PROFESSIONNEL,0580034X,,
0710045N,Lycée général et technologique Lamartine,Lycée,Public,0,0,0,,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,0711052H,,
0211909L,Lycée général et technologique Jean-Marc Boivin,Lycée,Public,0,0,0,,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,0211137X,,
0580761M,Lycée polyvalent Maurice Genevoix,Lycée,Public,0,0,0,,306,LYCEE POLYVALENT,0580761M,,
0580008U,Lycée polyvalent Romain Rolland,Lycée,Public,0,0,0,,306,LYCEE POLYVALENT,0580042F,,
0580031U,Lycée général et technologique Jules Renard,Lycée,Public,0,0,0,,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,0580034X,,
0210047M,Lycée polyvalent régional Anna Judic,Lycée,Public,0,0,0,,306,LYCEE POLYVALENT,0211527W,,
0710018J,Lycée polyvalent Julien Wittmer,Lycée,Public,0,0,0,,306,LYCEE POLYVALENT,0710155H,,
0211358M,Collège Les Hautes Pailles,Collège,Public,0,0,0,,340,COLLEGE,0210012Z,,
0210014B,Collège Fontaine des Ducs,Collège,Public,1,0,0,,340,COLLEGE,0210014B,,
0210037B,Collège Lazare Carnot,Collège,Public,0,0,0,,340,COLLEGE,0210041F,,
0711322B,Lycée professionnel des métiers Jeannette Guyot,Lycée,Public,0,0,0,,320,LYCEE PROFESSIONNEL,0711322B,,
0711136Z,Collège Roger Semet,Collège,Public,0,0,0,,340,COLLEGE,0711136Z,,
0580017D,Collège Maurice Genevoix,Collège,Public,1,0,0,,340,COLLEGE,0580761M,,
0710070R,Collège David Niépce,Collège,Public,0,0,0,,340,COLLEGE,0710064J,,
0100905E,Collège le Noyer Marchand,Collège,Public,1,0,0,,340,COLLEGE,0100905E,,
0080105W,Collège Jules Ferry,Collège,Public,0,0,0,,340,COLLEGE,0080105W,,
0510052E,Collège Louis Pasteur,Collège,Public,1,0,0,,340,COLLEGE,0510052E,,
0100015M,Lycée Fréderic et Irène Joliot-Curie,Lycée,Public,0,0,0,,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,0100787B,,
0520019N,Lycée Philippe Lebon,Lycée,Public,0,0,0,,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,0520822L,,
0511219Y,Lycée viticole de la Champagne,Lycée,Public,0,1,0,,307,LYCEE ENS GENERAL TECHNO PROF AGRICOLE,,,
0900017E,Collège de Châteaudun,Collège,Public,0,0,0,,340,COLLEGE,0900017E,,
0250012C,Collège Louis et Auguste Lumière,Collège,Public,0,0,0,,340,COLLEGE,0250012C,,
0250050U,Collège Les Villanelles,Collège,Public,0,0,0,,340,COLLEGE,0250024R,,
0251671F,Lycée polyvalent Edgar Faure,Lycée,Public,0,0,0,,306,LYCEE POLYVALENT,0251090Z,,
9840277D,Lycée professionnel agricole de Opunohu,Lycée,Public,0,0,1,,320,LYCEE PROFESSIONNEL,,,
9830004M,Collège Georges Baudoux,Collège,Public,0,0,0,,340,COLLEGE,,,
0710535W,Collège En Bagatelle,Collège,Public,0,0,0,,340,COLLEGE,0710535W,,
0890037G,Collège André Leroi-Gourhan,Collège,Public,0,0,0,,340,COLLEGE,0890015H,,
0150639N,Collège Jeanne de la Treilhe,Collège,Public,0,0,0,,340,COLLEGE,0150005Z,,
0030091H,Collège Jean-Jacques Soulier,Collège,Public,0,0,0,,340,COLLEGE,0030860U,,
0150013H,Collège du Val de Cère,Collège,Public,0,0,0,,340,COLLEGE,0150005Z,,
0631503S,Collège Jules Ferry,Collège,Public,0,0,0,,340,COLLEGE,0630062A,,
0150014J,Collège Pierre Galéry,Collège,Public,0,0,0,,340,COLLEGE,0150029A,,
0631773K,Collège Roger Quilliot,Collège,Public,0,0,0,,340,COLLEGE,0631773K,,
0100038M,Collège Jacobins,Collège,Public,0,0,0,,340,COLLEGE,0100038M,,
0251599C,Collège les Bruyères,Collège,Public,0,0,0,,340,COLLEGE,0251599C,,
0250055Z,Collège Henri Fertet,Collège,Public,0,0,0,,340,COLLEGE,0250024R,,
0250049T,Collège Félix Gaffiot,Collège,Public,0,0,0,,340,COLLEGE,0250049T,,
0190004B,Collège Jacqueline Soulange,Collège,Public,0,0,0,,340,COLLEGE,0190006D,,
9710882G,Lycée général et technologique Des Droits de l'Homme,Lycée,Public,0,0,0,,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,9710016R,,
9720726G,Lycée polyvalent Joseph Pernock,Lycée,Public,0,0,0,,306,LYCEE POLYVALENT,9720445B,,
0190025Z,Collège Jacques Chirac,Collège,Public,0,0,0,,340,COLLEGE,0190025Z,,
0580669M,Collège Claude Tillier,Collège,Public,1,0,0,,340,COLLEGE,0580669M,,
0710021M,Collège Jean Mermoz,Collège,Public,0,0,0,,340,COLLEGE,0710021M,,
0150023U,Collège Georges Pompidou,Collège,Public,0,0,0,,340,COLLEGE,0150029A,,
0390016F,Collège Gustave Eiffel,Collège,Public,0,0,0,,340,COLLEGE,0390016F,,
9840267T,Lycée professionnel de Faaa,Lycée,Public,0,0,0,320,LYCEE PROFESSIONNEL,99,,,
