Identifiant_de_l_etablissement,Nom_etablissement,Type_etablissement,Statut_public_prive,Segpa,Lycee_Agricole,Lycee_militaire,code_nature,libelle_nature,Code_type_contrat_prive,etablissement_mere,type_rattachement_etablissement_mere,
0061211J,Collège Pablo Picasso,Collège,Public,1,0,0,,340,COLLEGE,0061211J,,
9740472V,Lycée professionnel Patu de Rosemont,Lycée,Public,0,0,0,,320,LYCEE PROFESSIONNEL,9741233X,,
0061986B,Collège St Vallier - Simon Wiesenthal,Collège,Public,0,0,0,,340,COLLEGE,0061986B,,
0220057T,Lycée Ernest Renan,Lycée,Public,0,0,0,,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,0220185G,,
0561410D,Collège René Guy Cadou,Collège,Public,0,0,0,,340,COLLEGE,0560044U,,
0451107J,Collège de la Vallée de l'Ouanne,Collège,Public,0,0,0,,340,COLLEGE,0451173F,,
0450840U,Collège Paul Éluard,Collège,Public,1,0,0,,340,COLLEGE,0451148D,,
0280803W,Collège Édouard Herriot,Collège,Public,0,0,0,,340,COLLEGE,0280803W,,
0451421A,Collège Jean Pelletier,Collège,Public,0,0,0,,340,COLLEGE,0451421A,,
0350051R,Collège Théophile Briant,Collège,Public,0,0,0,,340,COLLEGE,0350051R,,
0560022V,Collège Henri Wallon,Collège,Public,0,0,0,,340,COLLEGE,0560215E,,
0221509W,Collège les Livaudières,Collège,Public,1,0,0,,340,COLLEGE,0221509W,,
0220184F,Collège Jean Macé,Collège,Public,1,0,0,,340,COLLEGE,0221792D,,
0530041G,Collège Emmanuel de Martonne,Collège,Public,1,0,0,,340,COLLEGE,0530041G,,
0851560J,Collège Alexandre Soljenitsyne,Collège,Public,0,0,0,,340,COLLEGE,0851560J,,
0370037P,Lycée Choiseul,Lycée,Public,0,0,0,,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,0370765F,,
0290018M,Lycée agricole de Bréhoulou,Lycée,Public,0,1,0,,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,,,
0921622N,Collège Auguste Renoir,Collège,Public,0,0,0,,340,COLLEGE,0921622N,,
0781789W,Collège Jean François Champollion,Collège,Public,0,0,0,,340,COLLEGE,0781789W,,
0922020W,Collège Les Renardières,Collège,Public,0,0,0,,340,COLLEGE,0922020W,,
0951141Z,Collège Nicolas Copernic,Collège,Public,0,0,0,,340,COLLEGE,0951141Z,,
0780258G,Collège Colette,Collège,Public,1,0,0,,340,COLLEGE,0780577D,,
0270016W,Lycée Aristide Briand,Lycée,Public,0,0,0,,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,0270022C,,
0780584L,Lycée professionnel Henri Matisse,Lycée,Public,0,0,0,,320,LYCEE PROFESSIONNEL,0780187E,,
0910756C,Lycée professionnel Louis Armand,Lycée,Public,0,0,0,,320,LYCEE PROFESSIONNEL,0910062Y,,
0951052C,Collège Blaise Pascal,Collège,Public,0,0,0,,340,COLLEGE,0951051B,,
0921190U,Collège Haut Mesnil,Collège,Public,0,0,0,,340,COLLEGE,0920880G,,
0594632P,Collège Raymond Devos,Collège,Public,1,0,0,,340,COLLEGE,0594632P,,
0620136L,Collège Maurice Piquet,Collège,Public,0,0,0,,340,COLLEGE,0622094P,,
0592733A,Collège André Streinger,Collège,Public,1,0,0,,340,COLLEGE,0592733A,,
0590050J,Collège Josquin des Prés,Collège,Public,1,0,0,,340,COLLEGE,0590050J,,
9740093H,Collège Jules Solesse,Collège,Public,0,0,0,0,,340,99,9740093H,
0760091L,Lycée Jeanne d'Arc,Lycée,Public,0,0,0,,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,0760172Z,,
0762953X,Lycée de la Côte d'Albâtre,Lycée,Public,0,0,0,,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,0760108E,,
0941355M,Lycée professionnel Paul Bert,Lycée,Public,0,0,0,,306,LYCEE POLYVALENT,0941355M,, 5 ET 10)
0593241C,Collège Albert Calmette,Collège,Public,0,0,0,,340,COLLEGE,0593239A,,
0593239A,Collège Boris Vian,Collège,Public,0,0,0,,340,COLLEGE,0593239A,,
0771472G,Collège le Moulin à Vent,Collège,Public,0,0,0,,340,COLLEGE,0771472G,, 6 ET 7)
0711777W,Collège Saint-Gilbert,Collège,Privé,0,0,0,,340,COLLEGE,0710069P,,
0912487J,Collège Claudine Hermann,Collège,Public,0,0,0,,340,COLLEGE,0911031B,,
0623276Z,Lycée d'enseignement agricole privé Sainte-Marie,Lycée,Privé,0,1,0,,320,LYCEE PROFESSIONNEL,,,
0530813W,LEAP Robert Schuman,Lycée,Privé,0,1,0,,320,LYCEE PROFESSIONNEL,,,
0382893N,Lycée professionnel privé Jean-Marie Vianney,Lycée,Privé,0,0,0,,320,LYCEE PROFESSIONNEL,0382147C,,
0595119U,Lycée professionnel de Bavay,Lycée,Privé,0,1,0,,320,LYCEE PROFESSIONNEL,,,
0541364P,Lycée professionnel Marie-Immaculée,Lycée,Privé,0,0,0,,320,LYCEE PROFESSIONNEL,0542408Z,,
0501793C,École des courses hippiques AFASEC - Campus de Graignes,Lycée,Privé,0,1,0,,320,LYCEE PROFESSIONNEL,,,
0382370V,Lycée professionnel privé rural des Alpes,Lycée,Privé,0,1,0,,320,LYCEE PROFESSIONNEL,,,
0952282P,Collège Caroline Aigle,Collège,Public,0,0,0,,340,COLLEGE,0951617S,,
0952236P,Collège Louise Weiss,Collège,Public,0,0,0,,340,COLLEGE,0952236P,,
0951509Z,Collège La Salle - Saint-Rosaire,Collège,Privé,0,0,0,,340,COLLEGE,0951945Y,,
0382371W,Lycée Soeur Emmanuelle (ex-Paul Claudel),Lycée,Privé,0,1,0,,320,LYCEE PROFESSIONNEL,,,
0382369U,Lycée d'enseignement agricole privé Vallon Bonnevaux - Site de Chabons,Lycée,Privé,0,1,0,,320,LYCEE PROFESSIONNEL,,,
0290174G,Lycée Notre-Dame de Kerbertrand,Lycée,Privé,0,0,0,,302,LYCEE D ENSEIGNEMENT GENERAL,0290107J,,
0311842J,Lycée professionnel rural privé l'Oustal,Lycée,Privé,0,1,0,,320,LYCEE PROFESSIONNEL,,,
0811105L,Lycée professionnel agricole André Alquier,Lycée,Privé,0,1,0,,320,LYCEE PROFESSIONNEL,,,
0660021P,Lycée polyvalent Charles Renouvier,Lycée,Public,0,0,0,,306,LYCEE POLYVALENT,0660022R,,
0622576N,Collège Vauban,Collège,Public,1,0,0,,340,COLLEGE,0622576N,,
0382782T,Collège Le Clos Jouvin,Collège,Public,0,0,0,,340,COLLEGE,0381779C,,
0301747L,Collège Ledignan,Collège,Public,0,0,0,,340,COLLEGE,0301747L,,
0660004W,Lycée polyvalent Déodat de Séverac,Lycée,Public,0,0,0,,306,LYCEE POLYVALENT,0660004W,,
0593228N,Collège Jean Moulin,Collège,Public,0,0,0,,340,COLLEGE,0593658F,,
0060022S,Lycée professionnel Léon Chiris,Lycée,Public,0,0,0,,320,LYCEE PROFESSIONNEL,0060021R,,
0470046V,Collège Jean Monnet,Collège,Public,1,0,0,,340,COLLEGE,0470046V,,
0132210G,Lycée polyvalent Jean Lurçat,Lycée,Public,0,0,0,,306,LYCEE POLYVALENT,0132208E,,
0783156G,Collège Jean Cocteau,Collège,Public,0,0,0,,340,COLLEGE,0783156G,,
0940132H,Lycée professionnel Gabriel Péri,Lycée,Public,0,0,0,,320,LYCEE PROFESSIONNEL,,,
0932310F,Collège Christine de Pisan,Collège,Public,0,0,0,,340,COLLEGE,0932310F,,
0170049L,Collège Maurice Chastang,Collège,Public,0,0,0,,340,COLLEGE,0170314Z,,
0931225B,Collège Joliot Curie,Collège,Public,0,0,0,,340,COLLEGE,,,
0782565P,Lycée Jules Ferry,Lycée,Public,0,0,0,,306,LYCEE POLYVALENT,0780580G,,
0400014Y,Collège Félix Arnaudin,Collège,Public,0,0,0,,340,COLLEGE,0400014Y,,
0401066S,Collège Danielle Mitterrand,Collège,Public,0,0,0,,340,COLLEGE,0401066S,,
0400038Z,Collège Cap de Gascogne,Collège,Public,0,0,0,,340,COLLEGE,0400038Z,,
0640004G,Collège de Baretous,Collège,Public,0,0,0,,340,COLLEGE,0640004G,,
0330091V,Collège Les Dagueys,Collège,Public,1,0,0,,340,COLLEGE,0330091V,,
0831014B,Lycée professionnel Golf-Hôtel,Lycée,Public,0,0,0,,320,LYCEE PROFESSIONNEL,0831068K,,
0750702F,Lycée Jean de La Fontaine,Lycée,Public,0,0,0,,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,0752547L,,
0752196E,Collège Marx Dormoy,Collège,Public,1,0,0,,340,COLLEGE,0755433Y,,
0291085X,Collège du Château,Collège,Public,1,0,0,,340,COLLEGE,0291104T,,
0301209B,Collège les Fontaines,Collège,Public,0,0,0,,340,COLLEGE,0301209B,,
0130037V,Lycée Marcel Pagnol,Lycée,Public,0,0,0,,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,0132402R,,
0130068D,Lycée professionnel Camille Jullian,Lycée,Public,0,0,0,,320,LYCEE PROFESSIONNEL,0132402R,,
0911254U,Lycée professionnel Charles Baudelaire,Lycée,Public,0,0,0,,306,LYCEE POLYVALENT,0911444A,,
0310086A,Collège George Sand,Collège,Public,0,0,0,,340,COLLEGE,0311327Z,,
0020038F,Collège Joseph Boury,Collège,Public,0,0,0,,340,COLLEGE,0020038F,,
0601293E,Collège Romain Rolland,Collège,Public,0,0,0,,340,COLLEGE,0601293E,,
0021598B,Collège Jean Mermoz,Collège,Public,1,0,0,,340,COLLEGE,0020032Z,,
0601487R,Collège George Sand,Collège,Public,1,0,0,,340,COLLEGE,0601487R,,
0932333F,Collège François Mitterrand,Collège,Public,0,0,0,,340,COLLEGE,0932333F,,
0622087G,Collège Blaise Pascal,Collège,Public,0,0,0,,340,COLLEGE,0620197C,,
0911039K,Collège Paul Éluard,Collège,Public,0,0,0,,340,COLLEGE,0911039K,,
0260049M,Collège Jean Zay,Collège,Public,0,0,0,,340,COLLEGE,0260049M,,
0731441V,Collège George Sand,Collège,Public,0,0,0,,340,COLLEGE,0731113N,,
0131935H,Collège Edgar Quinet,Collège,Public,0,0,0,,340,COLLEGE,0131935H,,
0850641K,Collège Corentin Riou,Collège,Public,0,0,0,,340,COLLEGE,0850641K,,
0720903R,Collège Henri Lefeuvre,Collège,Public,0,0,0,,340,COLLEGE,0721281B,,
0442759K,Collège Anita Conti,Collège,Public,0,0,0,,340,COLLEGE,0442759K,,
0782557F,Lycée Jean-Baptiste Poquelin,Lycée,Public,0,0,0,,306,LYCEE POLYVALENT,0781204K,,
0770048J,Collège Émile Chevallier,Collège,Public,0,0,0,,340,COLLEGE,0770048J,,
0840606C,Lycée professionnel agricole La Ricarde,Lycée,Public,0,1,0,,320,LYCEE PROFESSIONNEL,,,
0301232B,Collège Gaston Doumergue,Collège,Public,0,0,0,,340,COLLEGE,0301232B,,
0490055U,Lycée polyvalent Sadi Carnot - Jean Bertin,Lycée,Public,0,0,0,,306,LYCEE POLYVALENT,0490055U,,
0912109Y,Collège Robert Doisneau,Collège,Public,0,0,0,,340,COLLEGE,0911572P,,
0060011E,Lycée Carnot,Lycée,Public,0,0,0,,302,LYCEE D ENSEIGNEMENT GENERAL,0061279H,,
0160030W,Collège François Mitterrand,Collège,Public,0,0,0,,340,COLLEGE,0160793A,,
0171213B,Collège de l'Ouche des Carmes,Collège,Public,0,0,0,,340,COLLEGE,0171159T,,
0160894K,Collège Pierre Mendès France,Collège,Public,0,0,0,,340,COLLEGE,0160094R,,
0790030D,Collège Le Marchioux,Collège,Public,0,0,0,,340,COLLEGE,0791042D,,
0790943W,Collège du Pinier,Collège,Public,1,0,0,,340,COLLEGE,0790943W,,
0861457S,Collège Joséphine Baker,Collège,Public,0,0,0,,340,COLLEGE,0860032T,,
0861092V,Collège Ferdinand Clovis Pin,Collège,Public,0,0,0,,340,COLLEGE,0861092V,,
0160034A,Collège Claudie Haigneré,Collège,Public,0,0,0,,340,COLLEGE,0160106D,,
0692343X,Collège Elsa Triolet,Collège,Public,1,0,0,,340,COLLEGE,0692343X,,
0761741E,Collège André Gide,Collège,Public,1,0,0,,340,COLLEGE,0761704P,,
0761951H,Collège Henri de Navarre,Collège,Public,1,0,0,,340,COLLEGE,0761694D,,
0932577W,Lycée Germaine Tillion,Lycée,Public,0,0,0,,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,,,
0781886B,Collège Catherine de Vivonne,Collège,Public,0,0,0,,340,COLLEGE,0780256E,,
0622950V,Collège Le Trion,Collège,Public,0,0,0,,340,COLLEGE,0623023Z,,
0690015S,Collège le Bassenon,Collège,Public,0,0,0,,340,COLLEGE,0690015S,,
0090025D,Collège Jules Palmade,Collège,Public,0,0,0,,340,COLLEGE,0090025D,,
0950723V,Collège Jean Lurçat,Collège,Public,0,0,0,,340,COLLEGE,0950723V,,
0930611J,Collège Nelson Mandela,Collège,Public,0,0,0,,340,COLLEGE,0930611J,,
0542262R,Lycée des métiers du bâtiment et de l'énergie Emmanuel Héré,Lycée,Public,0,0,0,,306,LYCEE POLYVALENT,0540047H,,
0570081D,Lycée Erckmann Chatrian,Lycée,Public,0,0,0,,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,0572815A,,
0573231C,Lycée des métiers des sciences et des technologies de l'information et de la communication Condorcet,Lycée,Public,0,0,0,,306,LYCEE POLYVALENT,0572493A,,
0572027U,Lycée polyvalent Rosa Parks,Lycée,Public,0,0,0,,306,LYCEE POLYVALENT,0572027U,,
0881070K,Lycée agricole et forestier du Campus de Mirecourt,Lycée,Public,0,1,0,,307,LYCEE ENS GENERAL TECHNO PROF AGRICOLE,,,
0570087K,Lycée des métiers et des technologies innovantes Charles Jully,Lycée,Public,0,0,0,,306,LYCEE POLYVALENT,0570087K,,
0880057J,Lycée professionnel Jean-Baptiste Jacques Augustin,Lycée,Public,0,0,0,,320,LYCEE PROFESSIONNEL,0881447V,,
0880021V,Lycée des métiers de la conception, de l'automatique et de l'énergie Pierre Mendès France,Lycée,1,1,0,0,,306,99,0880149J,
0932638M,Lycée polyvalent international de l'Est parisien,Lycée,Public,0,0,0,,306,LYCEE POLYVALENT,,,
0932454M,Collège Lucie Aubrac,Collège,Public,0,0,0,,340,COLLEGE,0932454M,,
0130166K,Collège les Hauts de l'Arc,Collège,Public,0,0,0,,340,COLLEGE,0130166K,,
0131723C,Collège Jean Jaurès,Collège,Public,0,0,0,,340,COLLEGE,0131723C,,
0421680Y,Collège Louise Michel,Collège,Public,0,0,0,,340,COLLEGE,0420027B,,
0422293P,Collège Antoine Guichard,Collège,Public,0,0,0,,340,COLLEGE,0422293P,,
0910676R,Lycée Clément Ader,Lycée,Public,0,0,0,,306,LYCEE POLYVALENT,0911027X,,
0781632A,Collège Saint-Simon,Collège,Public,0,0,0,,340,COLLEGE,0780262L,,
0060023T,Lycée professionnel Francis de Croisset,Lycée,Public,0,0,0,,320,LYCEE PROFESSIONNEL,0061240R,,
0061635V,Lycée professionnel Auguste Escoffier,Lycée,Public,0,0,0,,320,LYCEE PROFESSIONNEL,0061280J,,
0750683K,Lycée Claude Monet,Lycée,Public,0,0,0,,302,LYCEE D ENSEIGNEMENT GENERAL,0752539C,,
0130056R,Lycée professionnel la Floride,Lycée,Public,0,0,0,,320,LYCEE PROFESSIONNEL,0130056R,,
0951788C,Lycée George Sand,Lycée,Public,0,0,0,,306,LYCEE POLYVALENT,0950014Z,,
0501458N,Collège Desdevises du Dézert,Collège,Public,0,0,0,,340,COLLEGE,0501458N,,
0820017Y,Collège François Mitterrand,Collège,Public,1,0,0,,340,COLLEGE,0820017Y,,
0020059D,Lycée Gérard de Nerval,Lycée,Public,0,0,0,,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,0020059D,,
0600021X,Lycée Jules Uhry,Lycée,Public,0,0,0,,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,0600020W,,
0600018U,Collège Gaëtan Denain,Collège,Public,0,0,0,,340,COLLEGE,0600018U,,
0021518P,Collège Marie de Luxembourg,Collège,Public,0,0,0,,340,COLLEGE,0020022N,,
0780187E,Collège Youri Gagarine,Collège,Public,1,0,0,,340,COLLEGE,0780187E,,
0693286X,Collège Jacques Coeur,Collège,Public,0,0,0,,340,COLLEGE,0693286X,,
0692693C,Collège Ampère,Collège,Public,0,0,0,,340,COLLEGE,0692693C,,
0740043V,Collège Jacques Brel,Collège,Public,0,0,0,,340,COLLEGE,0741139L,,
9740002J,Lycée polyvalent Roland Garros,Lycée,Public,0,0,0,,306,LYCEE POLYVALENT,9741581A,,
9741045T,Collège Titan,Collège,Public,0,0,0,,340,COLLEGE,9740812P,,
0720043F,Collège Jean Moulin,Collège,Public,0,0,0,,340,COLLEGE,0720069J,,
0752523K,Collège Montgolfier,Collège,Public,0,0,0,,340,COLLEGE,0751703U,,
0311231V,Collège Maurice Becanne,Collège,Public,0,0,0,,340,COLLEGE,0311718Z,0311630D,
0110067N,Collège les Mailheuls,Collège,Public,0,0,0,,340,COLLEGE,0110067N,,
0120019F,Collège Célestin Sourèzes,Collège,Public,0,0,0,,340,COLLEGE,0120019F,,
0622264Z,Collège Claude Debussy,Collège,Public,1,0,0,,340,COLLEGE,0622264Z,,
0921399W,Lycée Maurice Genevoix,Lycée,Public,0,0,0,,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,0920880G,,
0622083C,Collège Jéhan Bodel,Collège,Public,0,0,0,,340,COLLEGE,0622789V,,
0601524F,Collège André Malraux,Collège,Public,1,0,0,,340,COLLEGE,0601524F,,
0601863Z,Lycée polyvalent Charles de Gaulle,Lycée,Public,0,0,0,,306,LYCEE POLYVALENT,0600015R,,
0800062H,Lycée professionnel Édouard Gand,Lycée,Public,0,0,0,,320,LYCEE PROFESSIONNEL,0800011C,,
0801335S,Lycée professionnel agricole de la Baie de Somme,Lycée,Public,0,1,0,,320,LYCEE PROFESSIONNEL,,,
0280865N,Collège Louis Armand,Collège,Public,1,0,0,,340,COLLEGE,0280865N,,
0410015U,Collège Lavoisier,Collège,Public,0,0,0,,340,COLLEGE,0410015U,,
0280657M,Collège les Petits Sentiers,Collège,Public,1,0,0,,340,COLLEGE,0280657M,,
0180710Z,Collège Claude Debussy,Collège,Public,1,0,0,,340,COLLEGE,0180710Z,,
0450003J,Collège Jean Moulin,Collège,Public,0,0,0,,340,COLLEGE,0450003J,,
0280887M,Collège la Loge des Bois,Collège,Public,0,0,0,,340,COLLEGE,0280887M,,
0451038J,Collège Montjoie,Collège,Public,0,0,0,,340,COLLEGE,0451421A,,
0280022X,Lycée professionnel Maurice Viollette,Lycée,Public,0,0,0,,320,LYCEE PROFESSIONNEL,0280865N,,
0410024D,Collège Honoré de Balzac,Collège,Public,0,0,0,,340,COLLEGE,0410024D,,
0360024F,Lycée polyvalent Balzac d'Alembert,Lycée,Public,0,0,0,,306,LYCEE POLYVALENT,0360544W,,
0740027C,Lycée polyvalent Mont-Blanc René Dayve,Lycée,Public,0,0,0,,306,LYCEE POLYVALENT,0740263J,,
0270018Y,Lycée professionnel du bâtiment Augustin Hébert,Lycée,Public,0,0,0,,320,LYCEE PROFESSIONNEL,0270022C,,
0820004J,Lycée polyvalent Jean de Prades,Lycée,Public,0,0,0,,306,LYCEE POLYVALENT,0820066B,,
0921494Z,Collège Gay-Lussac,Collège,Public,0,0,0,,340,COLLEGE,0921494Z,,
0780846W,Collège Le Rondeau,Collège,Public,0,0,0,,340,COLLEGE,0780256E,,
0911945V,Lycée Marguerite Yourcenar,Lycée,Public,0,0,0,,306,LYCEE POLYVALENT,0910041A,,
0590119J,Lycée Faidherbe,Lycée,Public,0,0,0,,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,0593237Y,,
0952128X,Collège Georges Charpak,Collège,Public,0,0,0,,340,COLLEGE,0952128X,,
9740053P,Lycée polyvalent Georges Brassens,Lycée,Public,0,0,0,,306,LYCEE POLYVALENT,9741260B,,
0380097Z,Lycée climatique Jean Prévost,Lycée,Public,0,0,0,,310,LYCEE CLIMATIQUE,0382429J,,
9741052A,Lycée polyvalent Gérard Ethève,Lycée,Public,0,0,0,,306,LYCEE POLYVALENT,9740546A,,
0382663N,Collège André Malraux,Collège,Public,0,0,0,,340,COLLEGE,0382036G,,
0910718L,Collège Louis Pasteur,Collège,Public,0,0,0,,340,COLLEGE,0910718L,,
0610010E,Collège Roger Martin du Gard,Collège,Public,0,0,0,,340,COLLEGE,0610740Y,,
0931711E,Collège Jean Renoir,Collège,Public,0,0,0,,340,COLLEGE,,,
0401015L,Collège Lucie Aubrac,Collège,Public,0,0,0,,340,COLLEGE,0401015L,,
0130084W,Collège Grande Bastide,Collège,Public,0,0,0,,340,COLLEGE,0131548M,,
0330132P,Collège Niki de Saint Phalle,Collège,Public,0,0,0,,340,COLLEGE,0330132P,,
0240053C,Collège Max Bramerie,Collège,Public,1,0,0,,340,COLLEGE,0240053C,,
0400026L,Collège Saint-Exupéry,Collège,Public,1,0,0,,340,COLLEGE,0400026L,,
0950888Z,Collège Henri Wallon,Collège,Public,1,0,0,,340,COLLEGE,0950888Z,,
0911899V,Collège Roland Garros,Collège,Public,0,0,0,,340,COLLEGE,0911899V,,
0133765X,Collège Marc Ferrandi,Collège,Public,0,0,0,,340,COLLEGE,0133765X,,
0442781J,Collège Rosa Parks,Collège,Public,0,0,0,,340,COLLEGE,0440008V,,
0752538B,Collège Rodin,Collège,Public,0,0,0,,340,COLLEGE,0750525N,,
0752526N,Collège Henri IV,Collège,Public,0,0,0,,340,COLLEGE,0752531U,,
0342066L,Lycée polyvalent Jean Jaurès,Lycée,Public,0,0,0,,306,LYCEE POLYVALENT,0340110K,,
9740651P,Collège Auguste Lacaussade,Collège,Public,1,0,0,,340,COLLEGE,9740046G,,
0440064F,Collège Pont Rousseau,Collège,Public,0,0,0,,340,COLLEGE,0440534S,,
0220038X,Collège Chateaubriand,Collège,Public,0,0,0,,340,COLLEGE,0220029M,,
0500001E,Collège Les Embruns,Collège,Public,0,0,0,,340,COLLEGE,0500071F,,
0850148Z,Collège Pierre Mauger,Collège,Public,0,0,0,,340,COLLEGE,0850148Z,,
0040004H,Collège du Verdon,Collège,Public,0,0,0,,340,COLLEGE,0040019Z,,
0752829T,Collège Bernard Palissy,Collège,Public,0,0,0,,340,COLLEGE,0752251P,,
0572023P,Collège Georges Holderith,Collège,Public,1,0,0,,340,COLLEGE,0572023P,,
0540110B,Collège Georges de la Tour,Collège,Public,1,0,0,,340,COLLEGE,0540041B,,
0572348T,Collège Paul Verlaine,Collège,Public,1,0,0,,340,COLLEGE,0572348T,,
0572176F,Collège Louis Pasteur,Collège,Public,1,0,0,,340,COLLEGE,0572176F,,
0570055A,Collège Ernest-Jacques Barbot,Collège,Public,0,0,0,,340,COLLEGE,0570055A,,
0570074W,Collège Les Étangs,Collège,Public,0,0,0,,340,COLLEGE,0570328X,,
0572025S,Collège Jean-Marie Pelt annexe de Volmerange les Mines,Collège,Public,0,0,0,,340,COLLEGE,0572025S,,
0540022F,Collège Eugène François,Collège,Public,0,0,0,,340,COLLEGE,0540022F,,
0572814Z,Collège Charles Hermite,Collège,Public,0,0,0,,340,COLLEGE,0572814Z,,
0572354Z,Collège Charles Péguy,Collège,Public,0,0,0,,340,COLLEGE,0572354Z,,
0572169Y,Collège Évariste Galois,Collège,Public,0,0,0,,340,COLLEGE,0572169Y,,
0881146T,Collège Georges Clémenceau,Collège,Public,1,0,0,,340,COLLEGE,0881146T,,
0880023X,Lycée des métiers des services aux entreprises et aux administrations Isabelle Viviani,Lycée,Public,0,0,0,,320,LYCEE PROFESSIONNEL,0880150K,,
0880036L,Lycée polyvalent Jean-Baptiste Vuillaume,Lycée,Public,0,0,0,,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,0880035K,,
0331662C,Collège Alain Fournier,Collège,Public,0,0,0,,340,COLLEGE,0331662C,,
0692411W,Collège Molière,Collège,Public,0,0,0,,340,COLLEGE,0690053H,,
0540005M,Collège Langevin Wallon,Collège,Public,1,0,0,,340,COLLEGE,0540005M,,
0881120P,Collège Louis Pasteur,Collège,Public,1,0,0,,340,COLLEGE,0881120P,,
0881102V,Collège Lyautey,Collège,Public,1,0,0,,340,COLLEGE,0881102V,,
0570091P,Collège Gabriel Pierné,Collège,Public,0,0,0,,340,COLLEGE,0570091P,,
0881372N,Collège du Ban de Vagney,Collège,Public,0,0,0,,340,COLLEGE,0881372N,,
0880045W,Collège Alphonse Cytère,Collège,Public,0,0,0,,340,COLLEGE,0880045W,,
0573269U,Collège Charles de Gaulle,Collège,Public,0,0,0,,340,COLLEGE,0573269U,,
0881397R,Collège Hubert Curien,Collège,Public,0,0,0,,340,COLLEGE,0881397R,,
0594291U,Collège Molière,Collège,Public,0,0,0,,340,COLLEGE,0593196D,,
0594865T,Collège Anatole France,Collège,Public,0,0,0,,340,COLLEGE,0593237Y,,
0594386X,Collège Le Parc,Collège,Public,0,0,0,,340,COLLEGE,0596059R,,
0594301E,Collège Paul Éluard,Collège,Public,1,0,0,,340,COLLEGE,0594301E,,
0840700E,Lycée professionnel Ferdinand Revoul,Lycée,Public,0,0,0,,320,LYCEE PROFESSIONNEL,0840716X,,
0131884C,Collège Belle de Mai,Collège,Public,0,0,0,,340,COLLEGE,0131884C,,
0133243E,Collège Font d'Aurumy,Collège,Public,0,0,0,,340,COLLEGE,0133243E,,
0693046L,Collège la Perrière,Collège,Public,0,0,0,,340,COLLEGE,0693046L,,
0911334F,Collège Aimé Césaire,Collège,Public,1,0,0,,340,COLLEGE,0911334F,,
0061006L,Collège Henri Matisse,Collège,Public,0,0,0,,340,COLLEGE,0061006L,,
0132401P,Collège Château Forbin,Collège,Public,1,0,0,,340,COLLEGE,0132402R,,
0133196D,Collège Simone de Beauvoir,Collège,Public,0,0,0,,340,COLLEGE,0133196D,,
0220059V,Lycée professionnel Jean Moulin avec section d'enseignement agricole,Lycée,Public,0,0,0,,320,LYCEE PROFESSIONNEL,0221792D,,
0220186H,Lycée professionnel Rosa Parks,Lycée,Public,0,0,0,,320,LYCEE PROFESSIONNEL,0220186H,,
0221540E,Collège Gwer Halou,Collège,Public,0,0,0,,340,COLLEGE,0221038J,,
0442061B,LEGTA Jules Rieffel,Lycée,Public,0,1,0,,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE,,,
0440289A,Collège Jean Mounes,Collège,Public,0,0,0,,340,COLLEGE,0440289A,,
0300947S,Collège Alphonse Daudet,Collège,Public,1,0,0,,340,COLLEGE,0300947S,,
0311721C,Collège Alain Savary,Collège,Public,0,0,0,,340,COLLEGE,0311689T,,
0460024B,Collège d'Istrie,Collège,Public,0,0,0,,340,COLLEGE,0460530B,,
0312609T,Collège Les Roussillous,Collège,Public,0,0,0,,340,COLLEGE,0311335H,,
0810026N,Collège de la Montagne noire,Collège,Public,0,0,0,,340,COLLEGE,0810026N,,
0311324W,Lycée professionnel Gisèle Halimi,Lycée,Public,0,0,0,,320,LYCEE PROFESSIONNEL,0311718Z,,
0752319N,Collège Antoine Coysevox,Collège,Public,0,0,0,,340,COLLEGE,0752252R,,
0761697G,Collège Claude Bernard,Collège,Public,0,0,0,,340,COLLEGE,0761697G,,
9760094Y,Collège Bakari Kusu de Dzoumogné,Collège,Public,0,0,0,0,,340,99,9760230W,
0592634T,Collège Antoine de Saint-Exupéry,Collège,Public,0,0,0,,340,COLLEGE,0590098L,,
0781985J,Collège Les Hautes Rayes,Collège,Public,0,0,0,,340,COLLEGE,0780050F,,
0912174U,Collège Louise Weiss,Collège,Public,0,0,0,,340,COLLEGE,0911345T,,
0290047U,Collège Aux Quatre Vents,Collège,Public,0,0,0,,340,COLLEGE,0291104T,,
