uai;type_etab;nom_etablissement;adresse;code_postal;commune;voie_generale;voie_techno;nbeleves;zone_ep
0132403S;Collège;Collège François Villon;18 rue Courencq;13396;Marseille;0.0;0.0;;REP
0132565T;Collège;Collège Jacques Monod;Avenue du capitaine Brutus;13170;Les Pennes-Mirabeau;0.0;0.0;;
0382039K;Collège;Collège le Massegu;1 rue du 19 mars 1962;38450;Vif;0.0;0.0;;
0380046U;Collège;Collège François Auguste Ravier;88 place du Champ de Mars;38510;Morestel;0.0;0.0;;
0380087N;Collège;Collège Joseph Chassigneux;8 avenue Joseph Chassigneux;38470;Vinay;0.0;0.0;;
0691651V;Collège;Collège Saint-Charles;26 avenue Victor Hugo;69140;Rillieux-la-Pape;0.0;0.0;;
0690597Z;Collège;Collège Pierre Termier - Site Montchat;56 rue Ferdinand Buisson;69003;Lyon;0.0;0.0;;
0690614T;Collège;Collège Saint-Laurent;16 rue Côte Pinay;69930;Saint-Laurent-de-Chamousset;0.0;0.0;;
0220176X;Collège;Collège Stella Maris;7 rue Jeanne d'Arc;22410;Saint-Quay-Portrieux;0.0;0.0;;
0561376S;Collège;Collège Saint-Hilaire;2 rue du Chanoine Dréano;56350;Allaire;0.0;0.0;;
0211090W;Lycée;Lycée polyvalent privé Saint-Bénigne;99 rue de Talant;21000;Dijon;1.0;1.0;;
0380065P;Collège;Collège Henri Wallon;17 rue Henri Wallon;38400;Saint-Martin-d'Hères;0.0;0.0;;REP
0740024Z;Collège;Collège Val des Usses;375 rue du Stade;74270;Frangy;0.0;0.0;;
0380357G;Collège;Collège Edouard Vaillant;19 rue Paul Langevin;38400;Saint-Martin-d'Hères;0.0;0.0;;
0382495F;Collège;Collège Plan Menu;635 chemin de la grande Sure;38500;Coublevie;0.0;0.0;;
0382268J;Collège;Collège la Moulinière;68 rue des Alpes;38420;Domène;0.0;0.0;;
0382781S;Collège;Collège Simone de Beauvoir;183 rue Hector Berlioz;38920;Crolles;0.0;0.0;;
0382043P;Collège;Collège Frédéric Mistral;4 rue du 19 Mars 1962;38554;Saint-Maurice-l'Exil;0.0;0.0;;
0383437E;Collège;Collège privé Les Charmilles;15 rue Montesquieu;38100;Grenoble;0.0;0.0;;
0741488R;Collège;Collège la Mandallaz;165 route du pont du trésor;74330;Sillingy;0.0;0.0;;
0381710C;Collège;Collège privé Saint-Joseph;1 rue Lakanal;38500;Voiron;0.0;0.0;;
0692505Y;Collège;Collège Aux Lazaristes - La Salle;45 rue Denfert-Rochereau;69004;Lyon;0.0;0.0;;
0692940W;Collège;Collège Pierre Termier - Site Montplaisir;23 rue des Alouettes;69008;Lyon;0.0;0.0;;
0692695E;Collège;Collège Lacassagne;93 rue Antoine Charial;69003;Lyon;0.0;0.0;;
0560061M;Collège;Collège Brocéliande;Bellevue Coëtquidan;56383;Guer;0.0;0.0;;
0132324F;Collège;Collège les Gorguettes;Avenue des Gorguettes;13260;Cassis;0.0;0.0;;
0132786H;Collège;Collège les Matagots;Avenue Emile Sellon;13600;La Ciotat;0.0;0.0;;
0430002U;Collège;Collège des Fontilles;Route du Basbory;43450;Blesle;0.0;0.0;;
0631411S;Collège;Collège Blaise Pascal;36 avenue Carnot;63037;Clermont-Ferrand;0.0;0.0;;
0630011V;Collège;Collège Willy Mabrut;10 route de Clermont;63760;Bourg-Lastic;0.0;0.0;;
0430074X;Collège;Collège Saint-Dominique;14 rue Langlade;43150;Le Monastier-sur-Gazeille;0.0;0.0;;
0693137K;Collège;Collège Saint-Louis de la Guillotière;10 rue du Béguin;69007;Lyon;0.0;0.0;;
0030043F;Collège;Collège Jean de la Fontaine;Avenue du collège;3260;Saint-Germain-des-Fossés;0.0;0.0;;
0132949K;Collège;Collège Saint-Joseph de la Madeleine;172 bis boulevard de la libération;13248;Marseille;0.0;0.0;;
0132310R;Collège;Collège Gyptis;Traverse Régny;13009;Marseille;0.0;0.0;;
0134094E;Collège;Collège Sophie Germain;90 rue Pierre Bartoletti;13080;Aix-en-Provence;0.0;0.0;;
0131750G;Collège;Collège Louis Armand;116 rue St Jean du Désert;13012;Marseille;0.0;0.0;;
0011301J;Collège;Collège le Joran;500 route de Saint-Genis;1280;Prévessin-Moëns;0.0;0.0;;
0131387M;Collège;Collège Alpilles-Durance;4 rue des écoles;13870;Rognonas;0.0;0.0;;
0131746C;Collège;Collège Robert Morel;Rue Robert Martin;13637;Arles;0.0;0.0;;
0133381E;Collège;Collège Le Petit Prince;Chemin de la Fonse;13180;Gignac-la-Nerthe;0.0;0.0;;
0030014Z;Collège;Collège Victor Hugo;Rue de l'Epine;3130;Le Donjon;0.0;0.0;;
0694312M;Collège;Collège La Xavière;39 rue  Clémenceau;69800;Saint-Priest;0.0;0.0;;
0420038N;Collège;Collège Emile Falabrègue;Rue de la Chatelaine;42380;Saint-Bonnet-le-Château;0.0;0.0;;
0030091H;Collège;Collège Jean-Jacques Soulier;1 allée Jean-Jacques Soulier;3100;Montluçon;0.0;0.0;;
0631448G;Collège;Collège de Verrière;25 boulevard Pasteur;63503;Issoire;0.0;0.0;;
0693890D;Collège;Collège Georges Charpak;47 chemin des Andrés;69126;Brindas;0.0;0.0;;
0631080G;Collège;Collège Notre-Dame;6 place des Ecoles;63160;Billom;0.0;0.0;;
0134101M;Lycée;Lycée polyvalent privé Saint Louis;538 chemin de la Madrague-Ville;13015;Marseille;0.0;1.0;;
0511901P;Lycée;Lycée Colbert;56 rue du Docteur Schweitzer;51096;Reims;1.0;1.0;;
0352235P;Lycée;Lycée René Cassin;2 les Batailles;35162;Montfort-sur-Meu;1.0;1.0;;
0470060K;Lycée;Lycée privé Saint-Caprais;8 rue Raspail;47000;Agen;1.0;1.0;;
0480009Z;Lycée;Lycée général et technologique Emile Peytavin;63 avenue du 11 Novembre;48001;Mende;1.0;1.0;;
0880030E;Lycée;Lycée La Haie Griselle;25 chemin des Epinettes;88407;Gérardmer;1.0;0.0;;
9840465H;Lycée;Lycée La Mennais;Rue Dumont d'Urville;98713;Papeete;1.0;1.0;;
0910622G;Lycée;Lycée Geoffroy- Saint-Hilaire;2-6 avenue Geoffroy-Saint-Hilaire;91150;Etampes;1.0;1.0;;
0570030Y;Lycée;Lycée des métiers Blaise Pascal;Rue Paul Ney;57600;Forbach;0.0;1.0;;
0840005Z;Lycée;Lycée polyvalent Philippe de Girard;138 route de Tarascon;84082;Avignon;1.0;1.0;;
0740013M;Lycée;Lycée polyvalent Guillaume Fichet;219 rue de Pressy;74136;Bonneville;1.0;1.0;;
0690536H;Lycée;Lycée Belmont;43 rue Pasteur;69007;Lyon;1.0;1.0;;
9730001N;Lycée;Lycée Félix Eboué;Rocade Sud;97306;Cayenne;1.0;1.0;;
0930936M;Lycée;Lycée polyvalent privé Saint Benoist de l'Europe;82 avenue Gambetta;93170;Bagnolet;1.0;1.0;;
0620062F;Lycée;Lycée général et technologique Pierre de Coubertin;320 boulevard du 8 Mai;62225;Calais;1.0;1.0;;
9741230U;Lycée;Lycée polyvalent de Vincendo;10 route de la Marine;97480;Saint-Joseph;1.0;1.0;;
0070029U;Lycée;Lycée polyvalent Gabriel Faure;Place Stéphane Mallarmé;7301;Tournon-sur-Rhône;1.0;1.0;;
0220196U;Lycée;Lycée polyvalent Henri Avril;7 et 9 rue de Dinard;22402;Lamballe-Armor;1.0;1.0;;
0880019T;Lycée;Lycée Louis Lapicque;5 rue Nicolas Bellot;88000;Épinal;1.0;1.0;;
0330028B;Lycée;Lycée polyvalent Gustave Eiffel;143 cours de la Marne;33074;Bordeaux;1.0;1.0;;
6200001G;Lycée;Lycée Fesch;5 cours Grandval;20176;Ajaccio;1.0;1.0;;
0130011S;Lycée;Lycée Louis Pasquet;54 boulevard Marcellin Berthelot;13200;Arles;1.0;1.0;;
0694026B;Lycée;Lycée Rosa Parks;13 rue Pollet;69582;Neuville-sur-Saône;1.0;1.0;;
0430052Y;Collège;Collège Notre-Dame de la Faye;Rue du 19 Mars 1962;43110;Aurec-sur-Loire;0.0;0.0;;
0694296V;Collège;Collège Simone Lagrange;15 rue des Jardins;69100;Villeurbanne;0.0;0.0;;REP+
0690599B;Collège;Collège de l'école Juive de Lyon;40 rue Alexandre Boutin;69100;Villeurbanne;0.0;0.0;;
0630049L;Collège;Collège Anna Garcin-Mayade;Rue du Colonel Gaspard;63230;Pontgibaud;0.0;0.0;;
0070848J;Collège;Collège Marie Curie;Place Carnot;7301;Tournon-sur-Rhône;0.0;0.0;;
0631199L;Collège;Collège La Charme;4 rue de la Charme;63100;Clermont-Ferrand;0.0;0.0;;REP+
0421852K;Collège;Collège Louis Aragon;347 route de Briennon;42300;Mably;0.0;0.0;;REP
0260026M;Collège;Collège Joséphine Baker;715 route de Valence;26260;Saint-Donat-sur-l'Herbasse;0.0;0.0;;
0692579D;Collège;Collège Martin Luther King;39 avenue des Tilleuls;69780;Mions;0.0;0.0;;
0740035L;Collège;Collège Gaspard Monge;60 rue Gaspard Monge;74490;Saint-Jeoire;0.0;0.0;;
0011325K;Collège;Collège Théodore Rosset;12 rue du Jura;1460;Montréal-la-Cluse;0.0;0.0;;
0131366P;Collège;Collège Saint-Joseph;30 rue du Moulin;13832;Châteaurenard;0.0;0.0;;
0132732Z;Collège;Collège André Chénier;23 rue de l'Aiguillette;13012;Marseille;0.0;0.0;;
0130158B;Collège;Collège René Seyssaud;Boulevard Joliot-Curie;13250;Saint-Chamas;0.0;0.0;;
0131322S;Collège;Collège Saint-Charles;2 rue de la Calade;13200;Arles;0.0;0.0;;
0131707K;Collège;Collège Gérard Philipe;Quartier des Deux Portes;13500;Martigues;0.0;0.0;;
0133016H;Collège;Collège Louis Leprince- Ringuet;Avenue Louis de Brooglie;13580;La Fare-les-Oliviers;0.0;0.0;;
0381692H;Collège;Collège privé Saint-Bruno;98 avenue du Montcelet;38380;Entre-Deux-Guiers;0.0;0.0;;
0421061A;Collège;Collège Saint-Camille;1 boulevard de l'Astrée;42430;Saint-Just-en-Chevalet;0.0;0.0;;
0220008P;Collège;Collège Victor Vasarely;Rue André Gilles;22330;Le Mené;0.0;0.0;;REP
0220161F;Collège;Collège Saint-Stanislas;Les Landes;22490;Plouër-sur-Rance;0.0;0.0;;
0290032C;Collège;Collège Alain;10 rue Nominoe;29160;Crozon;0.0;0.0;;
0350849H;Collège;Collège La Salle Saint-Joseph;54 rue Alain d'Argentre;35370;Argentré-du-Plessis;0.0;0.0;;
0770930T;Lycée;Lycée Henri Moissan;20 cours de Verdun;77100;Meaux;1.0;1.0;;
0741469V;Lycée;Lycée polyvalent privé Demotz de la Salle;2 rue du collège;74150;Rumilly;1.0;1.0;;
0040533H;Lycée;Lycée polyvalent Les Iscles;116 boulevard Régis Ryckebusch;4100;Manosque;1.0;1.0;;
0070069M;Lycée;Lycée général et technologique privé du Sacré-Coeur Notre-Dame;6 boulevard de Vernon;7000;Privas;1.0;1.0;;
0701035V;Lycée;Lycée polyvalent Louis Aragon;Rue Pierre Mendès France;70400;Héricourt;1.0;1.0;;
0390091M;Lycée;Lycée général et technologique privé Jeanne d'Arc;10 rue du Sauget;39303;Champagnole;0.0;1.0;;
0100059K;Lycée;Lycée La Salle;21 rue du Cloitre Saint-Etienne;10000;Troyes;1.0;1.0;;
0030038A;Lycée;Lycée polyvalent Jean Monnet;39 place Jules Ferry;3401;Yzeure;1.0;1.0;;
0430027W;Collège;Collège Roger Ruel;Les Sagnes;43140;Saint-Didier-en-Velay;0.0;0.0;;
0030104X;Collège;Collège Notre-Dame des Victoires;6 faubourg National;3500;Saint-Pourçain-sur-Sioule;0.0;0.0;;
0030758H;Collège;Collège Jules Ferry;4 rue des Bernardines;3104;Montluçon;0.0;0.0;;
0030035X;Collège;Collège Jeanne Cluzel;1 rue Jeanne Cluzel;3390;Montmarault;0.0;0.0;;
0430917N;Collège;Collège Anne Frank;Clos de Corsac;43700;Brives-Charensac;0.0;0.0;;
0730023D;Collège;Collège Joseph Fontanet;21 place de la Gare;73460;Frontenex;0.0;0.0;;
0691645N;Collège;Collège Faubert;3 place Faubert;69400;Villefranche-sur-Saône;0.0;0.0;;REP
0421804H;Collège;Collège Saint-Michel;4 rue Jules Vallès;42030;Saint-Etienne;0.0;0.0;;
0010089S;Collège;Collège Saint-Pierre;261 route du Collège;1851;Marboz;0.0;0.0;;
0011333U;Collège;Collège Yvon Morandat;62 rue Denis Girod;1000;Saint-Denis-lès-Bourg;0.0;0.0;;
0132951M;Collège;Collège Sainte-Trinité;55 avenue de Lattre de Tassigny;13009;Marseille;0.0;0.0;;
0133203L;Collège;Collège Louis Pasteur;Place Roger Salengro;13800;Istres;0.0;0.0;;
0133335E;Collège;Collège Saint-Augustin;Avenue Jean-Auguste Ingres;13470;Carnoux-en-Provence;0.0;0.0;;
0132917A;Collège;Collège du Sacré-Coeur;29 cours des Arts et Métiers;13100;Aix-en-Provence;0.0;0.0;;
0030070K;Collège;Collège Saint-Dominique;10 boulevard Carnot;3200;Vichy;0.0;0.0;;
0132974M;Lycée;Lycée polyvalent hôtelier régional Jean-Paul Passedat;114 avenue Zenatti;13295;Marseille;0.0;1.0;;
0080082W;Lycée;Lycée polyvalent Saint Paul;6 place Winston Churchill;8000;Charleville-Mézières;1.0;1.0;;
0352686E;Lycée;Lycée Anita Conti;Esplanade Anita Conti;35174;Bruz;1.0;1.0;;
0350024L;Lycée;Lycée Emile Zola;2 avenue Janvier;35044;Rennes;1.0;0.0;;
0920985W;Lycée;Lycée polyvalent La Trinité;121 avenue Achille Peretti;92200;Neuilly-sur-Seine;1.0;0.0;;
0061478Z;Lycée;Lycée Léonard de Vinci;214 rue Jean Joannon;6633;Antibes;1.0;1.0;;
0891199V;Lycée;Lycée polyvalent Louis Davier;Avenue Molière;89306;Joigny;1.0;1.0;;
9720692V;Lycée;Lycée polyvalent du Nord Atlantique;Boulevard de la Voie Lactée;97230;Sainte-Marie;1.0;0.0;;
0573231C;Lycée;Lycée des métiers des sciences et des technologies de l'information et de la communication Condorcet;Rue de l'Etang;57354;Schoeneck;1.0;1.0;;
9741046U;Lycée;Lycée général et technologique Marguerite Jauzelon;51 avenue Gaston Monnerville;97475;Saint-Denis;1.0;1.0;;
0831440P;Lycée;Lycée Albert Camus;560 rue Henri Giraud;83600;Fréjus;1.0;1.0;;
9830557N;Lycée;Lycée Dick Ukeiwé;36 promenade de Koutio;98830;Dumbéa;1.0;1.0;;
7200583W;Lycée;Lycée Paul Vincensini;Rue de la 4e DMM;20600;Bastia;1.0;1.0;;
0750679F;Lycée;Lycée Paul Valéry;38 boulevard Soult;75012;Paris;1.0;1.0;;
0830007G;Lycée;Lycée Raynouard;285 avenue des Martyrs de la Résistance;83175;Brignoles;1.0;1.0;;
9730371R;Lycée;Lycée polyvalent Lumina Sophie;Chemin des Sables Blancs;97320;Saint-Laurent-du-Maroni;1.0;1.0;;
0422158T;Lycée;Lycée polyvalent La Salésienne;35 rue de la Richelandière;42100;Saint-Etienne;0.0;1.0;;
0131331B;Lycée;Lycée Saint-Joseph les Maristes;24 rue Sainte Victoire;13006;Marseille;1.0;0.0;;
0700009E;Lycée;Lycée polyvalent Augustin Cournot;Rue du lycée;70104;Gray;1.0;1.0;;
0470018P;Lycée;Lycée Marguerite Filhol;327 avenue Charles de Gaulle;47501;Fumel;1.0;1.0;;
9740043D;Lycée;Lycée général et technologique Sarda Garriga;755 rue de la Communauté;97440;Saint-André;1.0;1.0;;
0350797B;Lycée;Lycée polyvalent Jeanne d'Arc;61 rue la Fontaine;35708;Rennes;0.0;1.0;;
0570107G;Lycée;Lycée Hélène Boucher;55 boulevard Foch;57100;Thionville;1.0;0.0;;
0260006R;Lycée;Lycée polyvalent François-Jean Armorin;6 avenue Charles Armorin;26402;Crest;1.0;0.0;;
9730309Y;Lycée;Lycée polyvalent Melkior et Garré;Route de Montabo;97305;Cayenne;1.0;1.0;;
0941972H;Lycée;Lycée polyvalent Fernand Léger;15 avenue Henri Barbusse;94200;Ivry-sur-Seine;0.0;1.0;;
9740952S;Lycée;Lycée général et technologique Pierre Poivre;35 rue Hippolyte Foucque;97480;Saint-Joseph;1.0;1.0;;
0910826D;Lycée;Lycée Saint-Louis Saint-Clément;1 rue Margot;91170;Viry-Châtillon;1.0;1.0;;
9720003W;Lycée;Lycée général et technologique de Bellevue;Rue M-Thérèse Gertrude;97262;Fort-de-France;1.0;1.0;;
0831407D;Lycée;Lycée du Coudon;Avenue Toulouse Lautrec;83957;La Garde;1.0;1.0;;
0011326L;Lycée;Lycée polyvalent de la Côtière;270 chemin du Grand Casset;1120;La Boisse;1.0;1.0;;
0570146Z;Lycée;Lycée polyvalent Julie Daubié;Rue Joffre;57120;Rombas;1.0;1.0;;
0290062K;Lycée;Lycée René Laënnec;61 rue du Lycée;29123;Pont-l'Abbé;1.0;1.0;;
0380053B;Lycée;Lycée polyvalent Pravaz;257 rue du pré St Martin;38480;Le Pont-de-Beauvoisin;1.0;1.0;;
0841117H;Lycée;Lycée Stéphane Hessel;110 avenue Marcel Pagnol;84110;Vaison-la-Romaine;1.0;1.0;;
0931585T;Lycée;Lycée André Boulloche;18 boulevard Gutenberg;93190;Livry-Gargan;1.0;1.0;;
0350005R;Lycée;Lycée hôtelier Yvon Bourges;33 rue des Ecoles;35803;Dinard;0.0;1.0;;
9711066G;Lycée;Lycée des métiers de l'hôtellerie et du tourisme de la Guadeloupe;Saint-Félix;97190;Le Gosier;0.0;1.0;;
0680068E;Lycée;Lycée polyvalent Louise Weiss;5 route du Stade;68160;Sainte-Marie-aux-Mines;1.0;0.0;;
0841093G;Lycée;Lycée Lucie Aubrac;224 avenue Ernest Laffont;84500;Bollène;1.0;1.0;;
0300027S;Lycée;Lycée polyvalent Ernest Hemingway;98 avenue Jean Jaurès;30910;Nîmes;1.0;1.0;;
0600014P;Lycée;Lycée Pierre d'Ailly;136 boulevard des Etats-Unis;60321;Compiègne;1.0;1.0;;
0100003Z;Lycée;Lycée Polyvalent Gaston Bachelard;33 rue Gaston Bachelard;10202;Bar-sur-Aube;1.0;1.0;;
0060674A;Lycée;Lycée Fénelon;7 avenue Yves Emmanuel Baudoin;6130;Grasse;1.0;1.0;;
0870050G;Lycée;Lycée Jean-Baptiste Darnet;28 avenue de Périgueux;87500;Saint-Yrieix-la-Perche;1.0;1.0;;
0931796X;Lycée;Lycée général privé ORT Daniel Mayer;39-45 rue Raspail;93107;Montreuil;0.0;1.0;;
0753815P;Lycée;Lycée privé des Petits Champs;28 rue du Plateau;75019;Paris;1.0;1.0;;
0560038M;Lycée;Lycée Joseph Loth;4 rue J M de Lamennais;56306;Pontivy;1.0;1.0;;
0730013T;Lycée;Lycée général et technologique Vaugelas;8 rue J P Veyrat;73006;Chambéry;1.0;1.0;;
0550072E;Lycée;Lycée des métiers Alfred Kastler;1 rue de Münnerstadt;55700;Stenay;1.0;1.0;;
0550002D;Lycée;Lycée Raymond Poincaré;1 place Paul Lemagny;55000;Bar-le-Duc;1.0;1.0;;
0031041R;Lycée;Lycée technologique privé Anna Rodier;10 rue de Bourgogne;3000;Moulins;0.0;1.0;;
9720615L;Lycée;Lycée polyvalent de l'AMEP;183 route de Redoute;97204;Fort-de-France;1.0;1.0;;
9870026P;Lycée;Lycée d'Etat de Wallis et Futuna;Mua;98600;Mata utu;1.0;1.0;;
0590072H;Lycée;Lycée de l'Europe;809 rue du Banc Vert;59640;Dunkerque;1.0;1.0;;
0422132P;Lycée;Lycée l'Astrée;16 rue Arquillière;42130;Boën-sur-Lignon;1.0;0.0;;
0331502D;Lycée;Lycée privé Saint-Joseph de Tivoli;40 avenue d'Eysines;33073;Bordeaux;1.0;1.0;;
0520844K;Lycée;Lycée Edmé Bouchardon;16 rue Youri Gagarine;52903;Chaumont;1.0;1.0;;
0700905D;Lycée;Lycée polyvalent Edouard Belin;18 rue Edouard Belin;70006;Vesoul;1.0;1.0;;
0211909L;Lycée;Lycée général et technologique Jean-Marc Boivin;4 bis route de Dijon;21806;Chevigny-Saint-Sauveur;1.0;0.0;;
0130161E;Lycée;Lycée polyvalent Adam de Craponne;218 rue Chateauredon;13651;Salon-de-Provence;1.0;1.0;;
0332747G;Lycée;Lycée Jean Condorcet;89 rue Condorcet;33030;Bordeaux;1.0;1.0;;
0952158E;Lycée;Lycée Paul Ricoeur;85 rue de Paris;95380;Louvres;1.0;0.0;;
0831116M;Collège;Collège de l'Esterel;145 avenue de l'Europe;83700;Saint-Raphaël;0.0;0.0;;
0061002G;Collège;Collège Alphonse Daudet;176 rue de France;6000;Nice;0.0;0.0;;
0830929J;Collège;Collège Général Ferrié;Place Yitzhak Rabin;83300;Draguignan;0.0;0.0;;
0491766D;Collège;Collège Porte d'Anjou;21 route de Genneteil;49490;Noyant-Villages;0.0;0.0;;
0440190T;Collège;Collège Sainte-Philomène;31 rue Jean Jaurès;44220;Coueron;0.0;0.0;;
0720070K;Collège;Collège Pierre Reverdy;17 bis avenue Charles de Gaulle;72305;Sablé-sur-Sarthe;0.0;0.0;;
0440196Z;Collège;Collège Sainte-Anne;3 rue Sainte Anne;44650;Legé;0.0;0.0;;
0720989J;Collège;Collège Simone Veil;Rue François Mauriac;72305;Sablé-sur-Sarthe;0.0;0.0;;REP
0442807M;Collège;Collège Frida Kahlo;14 rue de la Cadivais;44160;Pontchâteau;0.0;0.0;;
0721224P;Collège;Collège Le Marin;Avenue François Cevert;72700;Allonnes;0.0;0.0;;REP
0490849G;Collège;Collège Notre-Dame;2 route de Sainte-Catherine;49150;Baugé-en-Anjou;0.0;0.0;;
0530003R;Collège;Collège Jean-Louis Bernard;Rue Daniel Desmots;53160;Bais;0.0;0.0;;
0530064G;Collège;Collège Saint-Martin;1 rue du Marchis;53150;Montsûrs;0.0;0.0;;
0440147W;Collège;Collège René Guy Cadou;Boulevard René Guy Cadou;44154;Ancenis-Saint-Géréon;0.0;0.0;;
0440013A;Collège;Collège Bellevue;17 rue de Bellevue;44290;Guémené-Penfao;0.0;0.0;;REP
0441938T;Collège;Collège Saint-Stanislas;2 rue Saint Stanislas;44009;Nantes;0.0;0.0;;
0440200D;Collège;Collège Notre-Dame;20 rue de la Loire;44430;Le Loroux-Bottereau;0.0;0.0;;
0440023L;Collège;Collège Chantenay;62 rue Amiral du Chaffault;44104;Nantes;0.0;0.0;;
0442781J;Collège;Collège Rosa Parks;Route de la Blairie;44190;Clisson;0.0;0.0;;
0721365T;Collège;Collège Paul Scarron;579 route Paul Scarron;72140;Sillé-le-Guillaume;0.0;0.0;;
0440539X;Collège;Collège René Guy Cadou;2 avenue de l'île-de-France;44550;Montoir-de-Bretagne;0.0;0.0;;
0491024X;Collège;Collège Vallée du Loir;12 rue Henri Regnier;49140;Seiches-sur-le-Loir;0.0;0.0;;
0490034W;Collège;Collège de l'Evre;15 allée du Rocher;49110;Montrevault-sur-Evre;0.0;0.0;;
0491260D;Collège;Collège François Villon;Avenue François Villon;49130;Les Ponts-de-Cé;0.0;0.0;;
0490960C;Collège;Collège Honoré de Balzac;Rue de la Prevote;49400;Saumur;0.0;0.0;;
0320608M;Collège;Collège Simone Veil;Rue Jean Cassé;32140;Masseube;0.0;0.0;;
0810008U;Collège;Collège La catalanié;La Catalanié;81260;Brassac;0.0;0.0;;
0560034H;Collège;Collège Michel Lotte;923 route de Bangor;56360;Le Palais;0.0;0.0;;
0561931V;Collège;Collège Anne Frank;22 rue du Stade;56890;Plescop;0.0;0.0;;
0351906G;Collège;Collège Bourgchevreuil;1 boulevard des Metairies;35513;Cesson-Sévigné;0.0;0.0;;
0352183H;Collège;Collège Mathurin Meheut;8 place Bellevue;35522;Melesse;0.0;0.0;;
0290244H;Collège;Collège Saint-Pierre;21 rue de la Résistance;29510;Briec;0.0;0.0;;
0561940E;Collège;Collège Notre Dame La Blanche;1 rue Jean Romieu;56450;Theix-Noyalo;0.0;0.0;;
0701002J;Collège;Collège privé le Marteroy;7 avenue Aristide Briand;70000;Vesoul;0.0;0.0;;
0371158H;Collège;Collège la Bruyère;3 avenue de Roubaix;37100;Tours;0.0;0.0;;
0451035F;Collège;Collège Louis Pasteur;Impasse Beauvois;45380;La Chapelle-Saint-Mesmin;0.0;0.0;;
0271231S;Collège;Collège Immaculée;56 avenue Aristide Briand;27000;Evreux;0.0;0.0;;
0761690Z;Collège;Collège Jean Texcier;6 rue du Docteur Laennec;76120;Le Grand-Quevilly;0.0;0.0;;
0761782Z;Collège;Collège Eugène Varlin;3 rue Eugène Varlin;76610;Le Havre;0.0;0.0;;REP+
0761696F;Collège;Collège Romain Rolland;Rue des Glycines;76610;Le Havre;0.0;0.0;;REP
0271316J;Collège;Collège le Hameau;150 chemin du coudray;27300;Bernay;0.0;0.0;;
0390010Z;Collège;Collège Jean Jaurès;23 rue de Belvoye;39500;Damparis;0.0;0.0;;
0700785Y;Collège;Collège Jean Macé;Quai Docteur Petitjean;70014;Vesoul;0.0;0.0;;
0700007C;Collège;Collège des Combelles;9 rue du Collège;70220;Fougerolles-Saint-Valbert;0.0;0.0;;
0370993D;Collège;Collège Val de l'Indre;15 rue Honoré de Balzac;37260;Monts;0.0;0.0;;
0211096C;Collège;Collège Édouard Herriot;6 rue Édouard Herriot;21302;Chenôve;0.0;0.0;;
0352319F;Collège;Collège Saint-Gabriel;59 avenue le Brix;35742;Pacé;0.0;0.0;;
0070064G;Lycée;Lycée polyvalent privé Jules Froment;3 rue Albert Seibel;7201;Aubenas;1.0;1.0;;
0740036M;Collège;Collège Jean Monnet;99 route du Laudon;74410;Saint-Jorioz;0.0;0.0;;
0710121W;Collège;Collège Pierre Faure;16 rue Louis Martin;71170;Chauffailles;0.0;0.0;;
0211358M;Collège;Collège Les Hautes Pailles;Route de Saint-Usage;21170;Echenon;0.0;0.0;;
0580019F;Collège;Collège Lucien Chaussin;38 rue de Decize;58390;Dornes;0.0;0.0;;
0370051E;Collège;Collège de Montrésor;7 rue du 8 Mai;37460;Montrésor;0.0;0.0;;
0451316L;Collège;Collège privé La Croix Saint Marceau;Rue Jules Gouchault;45100;Orléans;0.0;0.0;;
0280716B;Collège;Collège Pierre et Marie Curie;49 rue du lièvre d'or;28102;Dreux;0.0;0.0;;REP+
0760009X;Collège;Collège du Campigny;Rue du collège;76340;Blangy-sur-Bresle;0.0;0.0;;
0840007B;Collège;Collège Joseph Roumanille;17 avenue de la Croix Rouge;84000;Avignon;0.0;0.0;;REP+
0840035G;Collège;Collège Joseph d'Arbaud;Avenue Marcel Pagnol;84110;Vaison-la-Romaine;0.0;0.0;;
0831056X;Collège;Collège Jean Giono;La Fourmigue;83330;Le Beausset;0.0;0.0;;
0831198B;Collège;Collège Notre-Dame;29 boulevard Abbé Duploye;83055;Toulon;0.0;0.0;;
0060842H;Collège;Collège Pierre Bertone;653 route de Grasse;6600;Antibes;0.0;0.0;;
0490060Z;Collège;Collège Jean Lurçat;Boulevard Robert Schumann;49017;Angers;0.0;0.0;;REP+
0270013T;Collège;Collège Europe;69 rue Paul Mare;27260;Cormeilles;0.0;0.0;;
0271631B;Collège;Collège Picasso;42 route de Saint Paer;27140;Gisors;0.0;0.0;;
0760049R;Collège;Collège Claude Bernard;4 allée Salvador Allende;76124;Le Grand-Quevilly;0.0;0.0;;
0140070A;Collège;Collège Boris Vian;5 rue Louis Bleriot;14270;Mézidon Vallée d'Auge;0.0;0.0;;
0271119V;Collège;Collège Ferdinand Buisson;13 boulevard Jules Ferry;27400;Louviers;0.0;0.0;;
0270001E;Collège;Collège Roger Gaudeau;Rue Raymond Phelip;27705;Les Andelys;0.0;0.0;;
0061772U;Collège;Collège Or Torah;2 av Villebois Mareuil;6000;Nice;0.0;0.0;;
0831645M;Collège;Collège Pierre Gassendi;Chemin de la Fontaine de Ricaud;83136;Rocbaron;0.0;0.0;;
